Latvian	English
Saules aptumsums	Eclipse
Ekoloģiskā niša	Ecological niche
Kategorija:Ekoloģija	Ecology
Ekonomika	Economics
Kategorija:Ekonomika	Economics
Ekonomika	Economy
Ekosistēma	Ecosystem
Ekvadora	Ecuador
Kategorija:Ekvadora	Ecuador
Edgars Alans Po	Edgar Allan Poe
Edinburga	Edinburgh
Edmonds Halejs	Edmond Halley
Edmunds Hilarijs	Edmund Hillary
Izglītība	Education
Kategorija:Izglītība	Education
Edvards Grīgs	Edvard Grieg
Edvards Tellers	Edward Teller
Edvīns Habls	Edwin Hubble
Ēģipte	Egypt
Kategorija:Ēģipte	Egypt
Eifeļa tornis	Eiffel Tower
Eindhovena	Eindhoven
Einšteinijs	Einsteinium
El Greko	El Greco
Salvadora	El Salvador
Kategorija:Salvadora	El Salvador
Elba	Elbe
Elektriskais lādiņš	Electric charge
Elektriskā strāva	Electric current
Elektriskais lauks	Electric field
Elektriskā ģitāra	Electric guitar
Elektrodzinējs	Electric motor
Kategorija:Elektrotehnika	Electrical engineering
Elektriskā pretestība	Electrical resistance
Elektrība	Electricity
Elektrolīze	Electrolysis
Elektrolīts	Electrolyte
Kategorija:Elektromagnētisms	Electromagnetism
Elektrons	Electron
Elektronmikroskops	Electron microscope
Elektronegativitāte	Electronegativity
Kategorija:Elektronika	Electronics
Elēģija	Elegy
Elements	Element
Elementārdaļiņas	Elementary particle
Ziloņu dzimta	Elephant
Elizabete Teilore	Elizabeth Taylor
Elipse	Ellipse
Smaragds	Emerald
Emīlija-Romanja	Emilia-Romagna
Emīrs	Emir
Emma Goldmane	Emma Goldman
Smaidiņš	Emoticon
Imperators	Emperor
Imperatorpingvīns	Emperor Penguin
Impērija	Empire
Empīrisms	Empiricism
Emu	Emu
Enciklopēdija	Encyclopedia
Endokrīnā sistēma	Endocrine system
Kategorija:Endokrinoloģija	Endocrinology
Enerģija	Energy
Enerģija	Energy (society)
Inženierija	Engineering
Kategorija:Inženierija	Engineering
Anglija	England
Lamanšs	English Channel
Angļu valoda	English language
Kategorija:Anglijas cilvēki	English people
Angļi	English people
Enriko Fermi	Enrico Fermi
Kategorija:Izklaide	Entertainment
Entomoloģija	Entomology
Kategorija:Entomoloģija	Entomology
Entropija	Entropy
Kategorija:Vide	Environment
Liroepika	Epic poetry
Epitēlijaudi	Epithelium
Ekvators	Equator
Ekvatoriālā Gvineja	Equatorial Guinea
Kategorija:Ekvatoriālā Gvineja	Equatorial Guinea
Kosas	Equisetum
Erasure	Erasure
Erbijs	Erbium
Eridāna	Eridanus (constellation)
Kategorija:Eritreja	Eritrea
Ernests Hemingvejs	Ernest Hemingway
Ernests Rezerfords	Ernest Rutherford
Erots	Eros (mythology)
Esperanto	Esperanto
Espo	Espoo
Esene	Essen
Eseksa	Essex
Esteri	Ester
Kategorija:Igaunija	Estonia
Oforts	Etching
Etāns	Ethane
Etanols	Ethanol
Ēteri	Ether
Ethernet	Ethernet
Ētika	Ethics
Etiopija	Ethiopia
Kategorija:Etiopija	Ethiopia
Etnoss	Ethnic group
Etnogrāfija	Ethnography
Etoloģija	Ethology
Etilēns	Ethylene
Eiklīds	Euclid
Eikariots	Eukaryote
Eirāzija	Eurasia
Āpsis	Eurasian Badger
Eiripīds	Euripides
EUR	Euro
Eiropa (pavadonis)	Europa (moon)
Eiropa	Europe
Kategorija:Eiropa	Europe
Eiropas Savienība	European Union
Kategorija:Eiropas Savienība	European Union
Eiropijs	Europium
Eva Brauna	Eva Braun
Evanescence	Evanescence
Iztvaikošana	Evaporation
Evolūcija	Evolution
Izsaukuma zīme	Exclamation mark
Izpildvara	Executive (government)
Eksperiments	Experiment
Ekspresionisms	Expressionism
Izmiršana	Extinction
Kategorija:Acs	Eye
F	F
Template:Nepieciešama atsauce	Fact
Faktoriāls	Factorial
Kategorija:Dižskābaržu dzimta	Fagaceae
Dižskābaržu rinda	Fagales
Folklenda salas	Falkland Islands
Faluņgun	Falun Gong
Ģenealoģija	Family history
Fantāzijas literatūra	Fantasy
Farads	Farad
Fašisms	Fascism
Kategorija:Fašisms	Fascism
Kategorija:Mode	Fashion
Taukskābe	Fatty acid
Lūzuma zona	Fault (geology)
Fovisms	Fauvism
Februāris	February
12. februāris	February 12
14. februāris	February 14
2. februāris	February 2
22. februāris	February 22
29. februāris	February 29
Februāra revolūcija	February Revolution
Mikronēzija (valsts)	Federated States of Micronesia
Kategorija:Mikronēzija (valsts)	Federated States of Micronesia
Fedora	Fedora (Linux distribution)
Laukšpats	Feldspar
Kaķu dzimta	Felidae
Fenrirs	Fenrir
Fernāns Magelāns	Ferdinand Magellan
Fermioni	Fermion
Fermijs	Fermium
Feodālisms	Feudalism
Fiat	Fiat
Fibonači skaitļi	Fibonacci number
Fidels Kastro Russ	Fidel Castro
Iznīcinātājs	Fighter aircraft
Daiļslidošana	Figure skating
Fidži	Fiji
Kategorija:Fidži	Fiji
FTP	File Transfer Protocol
Failu sistēma	File system
Kategorija:Kino	Film
Finvalis	Fin Whale
Finanses	Finance
Somija	Finland
Kategorija:Somija	Finland
Uguns	Fire
Pirmā palīdzība	First aid
Dzimtā valoda	First language
Kategorija:Zivis	Fish
Fjords	Fjord
Plakantārpi	Flatworm
Blusu kārta	Flea
Krams	Flint
Trigeris	Flip-flop (electronics)
Florence	Florence
Florida	Florida
Kategorija:Florida	Florida
Segsēkļi	Flowering plant
Fluorīts	Fluorite
Migla	Fog
Folklora	Folklore
Kategorija:Folklora	Folklore
Futbols	Football (soccer)
Kategorija:Futbols	Football (soccer)
Kategorija:Futbola klubi	Football (soccer) clubs
Kategorija:Futbolisti	Football (soccer) players
Spēks	Force
Mežs	Forest
Formaldehīds	Formaldehyde
Skudrskābe	Formic acid
Krāsns (zvaigznājs)	Fornax
Fortvorta	Fort Worth
Fortran	Fortran
Francija	France
Kategorija:Francija	France
Frānsiss Bēkons	Francis Bacon
Frānsiss Kriks	Francis Crick
Fransisko Franko	Francisco Franco
Fransisko Hosē de Goija i Lusientess	Francisco Goya
Francijs	Francium
Frenks Sinatra	Frank Sinatra
Frankfurte pie Mainas	Frankfurt
Frenklins Pīrss	Franklin Pierce
Franss Halss	Frans Hals
Francs Kafka	Franz Kafka
Francis Šūberts	Franz Schubert
Frederiks Sengers	Frederick Sanger
Vārda brīvība	Freedom of speech
Brīvmūrnieki	Freemasonry
Bezmaksas programmatūra	Freeware
Franču Polinēzija	French Polynesia
Franču revolūcija	French Revolution
Kategorija:Francijas cilvēki	French people
Frekvence	Frequency
Freska	Fresco
Saldūdens	Freshwater
Freija	Freyja
Freirs	Freyr
Berze	Friction
Piektdiena	Friday
Frīdrihs Engelss	Friedrich Engels
Friga	Frigg
Friuli-Venēcija Džūlija	Friuli-Venezia Giulia
Bezastainie abinieki	Frog
Fruktoze	Fructose
Auglis	Fruit
Kategorija:Augļi	Fruit
Funkcija	Function (mathematics)
Kategorija:Pamatkategorijas	Fundamental
Mijiedarbība	Fundamental interaction
Kategorija:Sēnes	Fungi
Sēnes	Fungus
Futūrisms	Futurism (art)
Fjodors Dostojevskis	Fyodor Dostoevsky
G	G
GIMP	GIMP
GNOME	GNOME
GNU	GNU
Gabona	Gabon
Kategorija:Gabona	Gabon
Gadolīnijs	Gadolinium
Galaktika	Galaxy
Galileo Galilejs	Galileo Galilei
Gallijs	Gallium
Golveja	Galway
Gamals Abdels Nasers	Gamal Abdel Nasser
Gamma stari	Gamma ray
Ganēša	Ganesha
Ganimēds (pavadonis)	Ganymede (moon)
Gāze	Gas
Milzu planēta	Gas giant
Gremošanas orgānu sistēma	Gastrointestinal tract
Gliemeži	Gastropoda
Gallija	Gaul
Sidhārta Gautama	Gautama Buddha
Gejs	Gay
Gazas josla	Gaza Strip
Geiša	Geisha
Dārgakmens	Gemstone
Gēns	Gene
Ģenealoģija	Genealogy
Kategorija:Ģenealoģija	Genealogy
Ģenētika	Genetics
Kategorija:Ģenētika	Genetics
Ženēva	Geneva
Dženova	Genoa
Genoms	Genome
Ģeodēzija	Geodesy
Kategorija:Ģeodēzija	Geodesy
Ģeogrāfija	Geography
Kategorija:Ģeogrāfija	Geography
Kategorija:Ģeoloģija	Geology
Ģeoloģija	Geology
Kategorija:Ģeometrija	Geometry
Kategorija:Ģeomorfoloģija	Geomorphology
Ģeofizika	Geophysics
Kategorija:Ģeofizika	Geophysics
Georgs Vilhelms Frīdrihs Hēgelis	Georg Wilhelm Friedrich Hegel
Džordžs Bērklijs	George Berkeley
Džordžs Bušs	George Bush
Georgs Frīdrihs Hendelis	George Frideric Handel
Džordžs Harisons	George Harrison
Džordžs Orvels	George Orwell
Džordžs Tomsons	George Paget Thomson
Džordžs V. Bušs	George W. Bush
Džordžs Vašingtons	George Washington
Džordžija	Georgia (U.S. state)
Gruzija	Georgia (country)
Kategorija:Gruzija	Georgia (country)
Džeralds Fords	Gerald Ford
Vācu valoda	German language
Germānijs	Germanium
Vācija	Germany
Kategorija:Vācija	Germany
Gestapo	Gestapo
Geizers	Geyser
Gana	Ghana
Kategorija:Gana	Ghana
Ģente	Ghent
Geto	Ghetto
Lielā panda	Giant Panda
Gibraltārs	Gibraltar
Kategorija:Gibraltārs	Gibraltar
Gigabaits	Gigabyte
Ginki	Ginkgo
Džordano Bruno	Giordano Bruno
Džordžo de Kiriko	Giorgio de Chirico
Džovanni Bokačo	Giovanni Boccaccio
Džirolamo Savonarola	Girolamo Savonarola
Džuzepe Verdi	Giuseppe Verdi
Giza	Giza
Gladiators	Gladiator
Glāzgova	Glasgow
Stikls	Glass
Planieris	Glider
Globālā pozicionēšanas sistēma	Global Positioning System
Globalizācija	Globalization
Glosteršīra	Gloucestershire
Glikoze	Glucose
Gluons	Gluon
Glutamīnskābe	Glutamic acid
Glicerīns	Glycerol
Glicīns	Glycine
Žokļaiņi	Gnathostomata
Go	Go (board game)
Dievs	God
Zelts	Gold
Zelta vārtu tilts	Golden Gate Bridge
Golfs	Golf
Goldži komplekss	Golgi apparatus
Gomeļa	Gomel
Google	Google
Gugols	Googol
Evanģēlijs	Gospel
Gēteborga	Gothenburg
Gotiskā arhitektūra	Gothic architecture
Gotlībs Daimlers	Gottlieb Daimler
Valdība	Government
Gradients	Gradient
Grafiti	Graffiti
Greiems Grīns	Graham Greene
Gramatika	Grammar
Kategorija:Grafiskais dizains	Graphic design
Grafīts	Graphite
Gravitācija	Gravitation
Gravitons	Graviton
Vilks	Gray Wolf
Grāca	Graz
Lielais Barjerrifs	Great Barrier Reef
Lielā depresija	Great Depression
Lielie ezeri	Great Lakes
Lielā Rifta ieleja	Great Rift Valley
Lielais Ķīnas mūris	Great Wall of China
Lielā baltā haizivs	Great white shark
Lielākais kopīgais dalītājs	Greatest common divisor
Grieķija	Greece
Kategorija:Grieķija	Greece
Grieķu alfabēts	Greek alphabet
Grieķu uguns	Greek fire
Kategorija:Sengrieķu mitoloģija	Greek mythology
Grenlande	Greenland
Grenlandes jūra	Greenland Sea
Griničas laiks	Greenwich Mean Time
Gregora kalendārs	Gregorian calendar
Kategorija:Grenāda	Grenada
Grenoble	Grenoble
Iekšzemes kopprodukts	Gross domestic product
Grovers Klīvlends	Grover Cleveland
Dzērve (zvaigznājs)	Grus (constellation)
Gvadelupa	Guadeloupe
Guama	Guam
Kategorija:Gvatemala	Guatemala
Gvajakila	Guayaquil
Gērnsija	Guernsey
Gijoms Apolinērs	Guillaume Apollinaire
Gvineja	Guinea
Kategorija:Gvineja	Guinea
Jūrascūciņa	Guinea pig
Gvineja-Bisava	Guinea-Bissau
Kategorija:Gvineja-Bisava	Guinea-Bissau
Ģitāra	Guitar
Golfa straume	Gulf Stream
Somu līcis	Gulf of Finland
Rīgas jūras līcis	Gulf of Riga
Šaujampulveris	Gunpowder
Gustavs Klimts	Gustav Klimt
Gistavs Kurbē	Gustave Courbet
Kategorija:Gajāna	Guyana
Ģipsis	Gypsum
Žiroskops	Gyroscope
H	H
Herberts Velss	H. G. Wells
HTML	HTML
Aīds	Hades
Adriāns	Hadrian
Hadroni	Hadron
Hafnijs	Hafnium
Svētā Sofija	Hagia Sophia
Krusa	Hail
Haiti	Haiti
Kategorija:Haiti	Haiti
Visu svēto diena	Halloween
Halogēni	Halogen
Hamburga	Hamburg
Kategorija:Hamburga	Hamburg
Hammurapi	Hammurabi
Hempšīra	Hampshire
Haņu dinastija	Han Dynasty
Babilonas gaisa dārzi	Hanging Gardens of Babylon
Hanna Ārente	Hannah Arendt
Hannibals	Hannibal
Hannovere	Hanover
Hanss Kristians Andersens	Hans Christian Andersen
Hanzas savienība	Hanseatic League
Cietība	Hardness
Harēms	Harem
Mutes harmonikas	Harmonica
Havana	Havana
Havajas	Hawaii
Kategorija:Havajas	Hawaii
Veselība	Health
Kategorija:Veselība	Health
Sirds	Heart
Siltums	Heat
Smagais metāls (mūzikas žanrs)	Heavy metal music
Hektārs	Hectare
Hedonisms	Hedonism
Heimdals	Heimdall
Heinrihs Rudolfs Hercs	Heinrich Hertz
Heinrihs Himlers	Heinrich Himmler
Hēla (mītiska būtne)	Hel (being)
Helikopters	Helicopter
Hēlijs	Helium
Helsinki	Helsinki
Anrī Matiss	Henri Matisse
Henriks Ibsens	Henrik Ibsen
Henrijs	Henry (unit)
Henrijs Fords	Henry Ford
Henrijs Džeimss	Henry James
Henrijs Mūrs	Henry Moore
Hēfaists	Hephaestus
Hēra	Hera
Heraldika	Heraldry
Herberts Hūvers	Herbert Hoover
Herberts Markūze	Herbert Marcuse
Herkuless (zvaigznājs)	Hercules (constellation)
Ķecerība	Heresy
Hermanis Hese	Hermann Hesse
Hermanis fon Helmholcs	Hermann von Helmholtz
Hermeneitika	Hermeneutics
Hermejs	Hermes
Hērons	Hero of Alexandria
Hērodots	Herodotus
Hārtfordšīra	Hertfordshire
Hercs (mērvienība)	Hertz
Hēsiods	Hesiod
Hesene	Hesse
Kategorija:Hesene	Hesse
Hieronīms Boss	Hieronymus Bosch
Himalaji	Himalayas
Hinduisms	Hinduism
Kategorija:Hinduisms	Hinduism
Nīlzirgs	Hippopotamus
Histidīns	Histidine
Kategorija:Histoloģija	Histology
Vēsture	History
Kategorija:Vēsture	History
Hošimina	Ho Chi Minh City
Hobits	Hobbit
Hobijs	Hobby
Holivuda	Hollywood
Holmijs	Holmium
Hologrāfija	Holography
Svētā Romas impērija	Holy Roman Empire
Homērs	Homer
Homo ģints	Homo (genus)
Prasmīgais cilvēks	Homo habilis
Homonīms	Homonym
Homoseksualitāte	Homosexuality
Hondurasa	Honduras
Medus	Honey
Honkonga	Hong Kong
Kategorija:Honkonga	Hong Kong
Honiara	Honiara
Huka likums	Hooke's law
Horācijs	Horace
Hormoni	Hormone
Zirgs	Horse
Stunda	Hour
Smilšu pulkstenis	Hourglass
Mājas zvirbulis	House Sparrow
Hjūstona	Houston
Hugo Kapets	Hugh Capet
Hugo Grocijs	Hugo Grotius
Cilvēks	Human
Humānisms	Humanism
Kategorija:Humanitārās zinātnes	Humanities
Kuprvalis	Humpback Whale
Hamfrijs Bogarts	Humphrey Bogart
Simtgadu karš	Hundred Years' War
Ungārija	Hungary
Kategorija:Ungārija	Hungary
Medniecība	Hunting
Hidra (zvaigznājs)	Hydra (constellation)
Ogļūdeņraži	Hydrocarbon
Sālsskābe	Hydrochloric acid
Ūdeņradis	Hydrogen
Ūdeņraža saite	Hydrogen bond
Ciānūdeņražskābe	Hydrogen cyanide
Ūdeņraža peroksīds	Hydrogen peroxide
Kategorija:Hidroloģija	Hydrology
Hidrolīze	Hydrolysis
Dienvidu Hidra	Hydrus
Plēvspārņu kārta	Hymenoptera
Hiperteksts	Hypertext
HTTP	Hypertext Transfer Protocol
I	I
Ledus	Ice
Ledus laikmets	Ice age
Hokejs	Ice hockey
Kategorija:Hokejs	Ice hockey
Īslande	Iceland
Kategorija:Īslande	Iceland
Ikona (svētbilde)	Icon
Aidaho	Idaho
Kategorija:Aidaho	Idaho
Ideāla gāze	Ideal gas
Vienības matrica	Identity matrix
Ido	Ido
Ignācijs no Lojolas	Ignatius of Loyola
Igors Stravinskis	Igor Stravinsky
Ilinoisa	Illinois
Ilīrija	Illyria
Imanuels Kants	Immanuel Kant
Impresionisms	Impressionism
Inčona	Incheon
Neatkarība	Independence
Indija	India
Kategorija:Indija	India
Indijas okeāns	Indian Ocean
Kategorija:Indijas okeāns	Indian Ocean
Indiāna	Indiana
Indianapolisa	Indianapolis
Indijs	Indium
Indonēzija	Indonesia
Kategorija:Indonēzija	Indonesia
Induktivitāte	Inductance
Indukcija (izziņas metode)	Inductive reasoning
Induktivitātes spole	Inductor
Indiānis (zvaigznājs)	Indus (constellation)
Inda	Indus River
Rūpnieciskā revolūcija	Industrial Revolution
Kategorija:Rūpniecība	Industry
Nevienādība	Inequality
Inerce	Inertia
Bezgalība	Infinity
Inflācija	Inflation
Gripa	Influenza
Informācija	Information
Informācijas tehnoloģijas	Information technology
Informācijas teorija	Information theory
Infrasarkanais starojums	Infrared
Infrastruktūra	Infrastructure
Ingrīda Bergmane	Ingrid Bergman
Inovācija	Innovation
Insbruka	Innsbruck
Neorganiskā ķīmija	Inorganic chemistry
Kategorija:Neorganiskā ķīmija	Inorganic chemistry
Kukaiņi	Insect
Insulīns	Insulin
Vesels skaitlis	Integer
Integrālis	Integral
Integrālā shēma	Integrated circuit
Interference	Interference
Starptautiskais valūtas fonds	International Monetary Fund
Starptautiskā mērvienību sistēma	International System of Units
Kategorija:Starptautiskās tiesības	International law
Internets	Internet
Kategorija:Internets	Internet
Internet Explorer	Internet Explorer
Koncentrācijas nometne	Internment
Intervāls (mūzika)	Interval (music)
Jo (pavadonis)	Io (moon)
Jods (elements)	Iodine
Jons	Ion
Jonijas jūra	Ionian Sea
Jonosfēra	Ionosphere
Aiova	Iowa
Irāna	Iran
Kategorija:Irāna	Iran
Irānas - Irākas karš	Iran-Iraq War
Irāka	Iraq
Kategorija:Irāka	Iraq
Kategorija:Īrija	Ireland
Irīdijs	Iridium
Īrijas jūra	Irish Sea
Kategorija:Īrijas cilvēki	Irish people
Dzelzs	Iron
Dzelzs laikmets	Iron Age
Iron Maiden	Iron Maiden
Ironija	Irony
Iracionāls skaitlis	Irrational number
Aizeks Azimovs	Isaac Asimov
Īzaks Ņūtons	Isaac Newton
Izīda	Isis
Islāms	Islam
Kategorija:Islāms	Islam
Islāma kalendārs	Islamic calendar
Sala	Island
Menas Sala	Isle of Man
Vaita	Isle of Wight
Izomēri	Isomer
Izotops	Isotope
Izraēla	Israel
Kategorija:Izraēla	Israel
Stambula	Istanbul
Itālija	Italy
Kategorija:Itālija	Italy
Itaka	Ithaca
Ivans Lendls	Ivan Lendl
J	J
Džeksonvila	Jacksonville
Žaks Kartjē	Jacques Cartier
Jaguārs	Jaguar
Džakarta	Jakarta
Jamaika	Jamaica
Džeimss Gārfīlds	James A. Garfield
Džeimss Bjūkenens (politiķis)	James Buchanan
Džeimss Maksvels	James Clerk Maxwell
Džeimss Kuks	James Cook
Džeimss Franks	James Franck
Džeimss Džoiss	James Joyce
Džeimss Polks	James K. Polk
Džeimss Medisons	James Madison
Džeimss Monro	James Monroe
Džeimss Preskots Džouls	James Prescott Joule
Džeimss Vats	James Watt
Jeničeri	Janissary
Janvāris	January
1. janvāris	January 1
19. janvāris	January 19
20. janvāris	January 20
6. janvāris	January 6
Japāna	Japan
Kategorija:Japāna	Japan
Java	Java (disambiguation)
Java (valoda)	Java (programming language)
Džezs	Jazz
Žans Žaks Ruso	Jean-Jacques Rousseau
Žans Pols Sartrs	Jean-Paul Sartre
Džida	Jeddah
Jehovas liecinieki	Jehovah's Witnesses
Jērika	Jericho
Džersija	Jersey
Jeruzāleme	Jerusalem
Jēzus Kristus	Jesus
Gāzes strūklas dzinējs	Jet engine
Ebreji	Jew
Džihāds	Jihad
Džimijs Hendrikss	Jimi Hendrix
Džimijs Kārters	Jimmy Carter
Žanna d’Arka	Joan of Arc
Johans Sebastians Bahs	Johann Sebastian Bach
Johans Volfgangs fon Gēte	Johann Wolfgang von Goethe
Johanness Brāmss	Johannes Brahms
Johans Gūtenbergs	Johannes Gutenberg
Johanness Keplers	Johannes Kepler
Džons Adamss (prezidents)	John Adams
Džons Keidžs	John Cage
Džons Djūijs	John Dewey
Džons Heršels	John Herschel
Džons Lenons	John Lennon
Džons Loks	John Locke
Džons Meinards Keinss	John Maynard Keynes
Džons K. Adamss	John Quincy Adams
Džons Raskins	John Ruskin
Džons Tailers	John Tyler
Jordānija	Jordan
Kategorija:Jordānija	Jordan
Džozefs Konrads	Joseph Conrad
Jozefs Haidns	Joseph Haydn
Džozefs Makartijs	Joseph McCarthy
Džozefs Smits	Joseph Smith
Josifs Staļins	Joseph Stalin
Džouls	Joule
Kategorija:Žurnālistika	Journalism
Žurnālistika	Journalism
Jūdaisms	Judaism
Kategorija:Jūdaisms	Judaism
Jūdeja	Judea
Džudo	Judo
Džiu džitsu	Jujutsu
Žils Verns	Jules Verne
Jūlija kalendārs	Julian calendar
Jūlijs Cēzars	Julius Caesar
Jūlijs	July
1. jūlijs	July 1
Jūnijs	June
14. jūnijs	June 14
23. jūnijs	June 23
24. jūnijs	June 24
29. jūnijs	June 29
3. jūnijs	June 3
Džūno	Juneau
Jupiters (planēta)	Jupiter
Kategorija:Jupiters (planēta)	Jupiter
Jupiters	Jupiter (disambiguation)
Justiniāns I	Justinian I
K	K
K2	K2
Kabala	Kabbalah
Kabula	Kabul
Kampala	Kampala
Kanzasa	Kansas
Karas jūra	Kara Sea
Karači	Karachi
Karakorums	Karakoram
Karena Bliksena	Karen Blixen
Kārlis Markss	Karl Marx
Katmandu	Kathmandu
Katovice	Katowice
Kauņa	Kaunas
Kazahstāna	Kazakhstan
Kategorija:Kazahstāna	Kazakhstan
Kazaņa	Kazan
Kelvins (mērvienība)	Kelvin
Kenta	Kent
Kentuki	Kentucky
Kenija	Kenya
Kategorija:Kenija	Kenya
Ketoni	Ketone
Klaviatūra	Keyboard (computing)
Habarovska	Khabarovsk
Hans	Khan
Harkiva	Kharkiv
Hartūma	Khartoum
Nieres	Kidney
Kijeva	Kiev
Kigali	Kigali
Kilograms	Kilogram
Kilometri stundā	Kilometres per hour
Kinētiskā enerģija	Kinetic energy
Karalis Arturs	King Arthur
Valsts (bioloģija)	Kingdom (biology)
Kinšasa	Kinshasa
Kiribati	Kiribati
Ceļa locītava	Knee
Bruņinieks	Knight
Zināšanas	Knowledge
Knuts Hamsuns	Knut Hamsun
Kobe	Kobe
Kolkata	Kolkata
Komodo varāns	Komodo dragon
Korejas karš	Korean War
Kosova	Kosovo
Kategorija:Kosova	Kosovo
Kriptons	Krypton
Kualalumpūra	Kuala Lumpur
Gomiņdan	Kuomintang
Kūra	Kura River
Kurdistāna	Kurdistan
Kurdistānas Strādnieku partija	Kurdistan Workers Party
Kurts Vonnegūts	Kurt Vonnegut
Kuveita	Kuwait
Kategorija:Kuveita	Kuwait
Kirgizstāna	Kyrgyzstan
Kategorija:Kirgizstāna	Kyrgyzstan
L	L
Ķirzaka (zvaigznājs)	Lacerta
Pienskābe	Lactic acid
Džeina Greja (Tjudora)	Lady Jane Grey
Lagosa	Lagos
Ezers	Lake
Baikāls	Lake Baikal
Balatons	Lake Balaton
Čada ezers	Lake Chad
Bodenezers	Lake Constance
Ēri ezers	Lake Erie
Eira ezers	Lake Eyre
Ženēvas ezers	Lake Geneva
Hūrons	Lake Huron
Ilmeņa ezers	Lake Ilmen
Lādogas ezers	Lake Ladoga
Njasa ezers	Lake Malawi
Mičigans	Lake Michigan
Oņegas ezers	Lake Onega
Ontārio ezers	Lake Ontario
Augšezers	Lake Superior
Tanganjikas ezers	Lake Tanganyika
Viktorijas ezers	Lake Victoria
Lankašīra	Lancashire
Izgāztuve	Landfill
Valoda	Language
Langdoka-Rusijona	Languedoc-Roussillon
Lantāns	Lanthanum
Laosa	Laos
Kategorija:Laosa	Laos
Laptevu jūra	Laptev Sea
Klēpjdators	Laptop
Lasvegasa	Las Vegas
Lāzers	Laser
Latīņu valoda	Latin
Latīņamerika	Latin America
Latīņu alfabēts	Latin alphabet
Latvija	Latvia
Kategorija:Latvija	Latvia
Lozanna	Lausanne
Lava	Lava
Likums	Law
Kategorija:Tieslietas	Law
Lacio	Lazio
Havra	Le Havre
Svins	Lead
Lapas	Leaf
Tautu Savienība	League of Nations
Garais gads	Leap year
Libāna	Lebanon
Kategorija:Libāna	Lebanon
Līdsa	Leeds
Lego	Lego
Lestera	Leicester
Leipciga	Leipzig
Garums	Length
Lēca	Lens (optics)
Lauva (zvaigznājs)	Leo (constellation)
Leonardo da Vinči	Leonardo da Vinci
Leonards Eilers	Leonhard Euler
Leonīds Brežņevs	Leonid Brezhnev
Tauriņu kārta	Lepidoptera
Leptoni	Lepton
Zaķis (zvaigznājs)	Lepus (constellation)
Lesbiete	Lesbian
Lesoto	Lesotho
Kategorija:Lesoto	Lesotho
Burts	Letter (alphabet)
Levante	Levant
Libērija	Liberia
Kategorija:Libērija	Liberia
Lībija	Libya
Kategorija:Lībija	Libya
Ķērpji	Lichen
Lihtenšteina	Liechtenstein
Kategorija:Lihtenšteina	Liechtenstein
Dzīvība	Life
Kategorija:Dzīvība	Life
Gaisma	Light
Gaismas gads	Light-year
Zibens	Lightning
Ligūrija	Liguria
Ligūrijas jūra	Ligurian Sea
Liliju dzimta	Liliaceae
Lille	Lille
Lima	Lima
Limerika	Limerick
Kaļķakmens	Limestone
Limnoloģija	Limnology
Linkolnšīra	Lincolnshire
Taisne	Line (mathematics)
Valodniecība	Linguistics
Kategorija:Valodniecība	Linguistics
Linux	Linux
Kategorija:Linux	Linux
Linca	Linz
Lauva	Lion
Lipīdi	Lipid
Šķidrums	Liquid
LCD	Liquid crystal display
Lisabona	Lisbon
Lisp	Lisp (programming language)
Literatūra	Literature
Kategorija:Literatūra	Literature
Litijs	Lithium
Litosfēra	Lithosphere
Lietuva	Lithuania
Kategorija:Lietuva	Lithuania
Litrs	Litre
Liverpūle	Liverpool
Livonija	Livonia
Tits Līvijs	Livy
Ļubļana	Ljubljana
Lokālais tīkls	Local area network
Lohness	Loch Ness
Logaritms	Logarithm
Loģika	Logic
Kategorija:Loģika	Logic
Loģiskais elements	Logic gate
Loki	Loki
Lombardija	Lombardy
Londona	London
Kategorija:Londona	London
Tēvreize	Lord's Prayer
Losandželosa	Los Angeles
Lūiss Ārmstrongs	Louis Armstrong
Luiziāna	Louisiana
Luvra	Louvre
Lejassaksija	Lower Saxony
Luanda	Luanda
Ļubļina	Lublin
Lučāno Pavaroti	Luciano Pavarotti
Lucifers	Lucifer
Ludvigs Vitgenšteins	Ludwig Wittgenstein
Ludvigs van Bēthovens	Ludwig van Beethoven
Luidži Pirandello	Luigi Pirandello
Vilks (zvaigznājs)	Lupus (constellation)
Lutēcijs	Lutetium
Luksemburga (valsts)	Luxembourg
Kategorija:Luksemburga	Luxembourg
Luksemburga (pilsēta)	Luxembourg (city)
Limfrites sistēma	Lymphatic system
Liona	Lyon
Lira (zvaigznājs)	Lyra
Lizergīnskābes dietilamīds	Lysergic acid diethylamide
Lizīns	Lysine
Lizosoma	Lysosome
M	M
MESSENGER	MESSENGER
Multipurpose Internet Mail Extensions	MIME
MS-DOS	MS-DOS
Maķedonija	Macedonia
Maha skaitlis	Mach number
Ložmetējs	Machine gun
Maču Pikču	Machu Picchu
Macintosh	Macintosh
Makroekonomika	Macroeconomics
Madagaskara	Madagascar
Kategorija:Madagaskara	Madagascar
Madonna (mūziķe)	Madonna (entertainer)
Madride	Madrid
Magriba	Maghreb
Magma	Magma
Lielā brīvības harta	Magna Carta
Magnijs	Magnesium
Magnētiskais lauks	Magnetic field
Kategorija:Divdīgļlapji	Magnoliopsida
Pasts	Mail
Maina	Main
Veidne:Galvenais	Main
Mena (ASV štats)	Maine
