Korean	English
게오르크 프리드리히 헨델	George Frideric Handel
조지 거슈인	George Gershwin
조지 해리슨	George Harrison
조지 루카스	George Lucas
조지 오웰	George Orwell
조지 패짓 톰슨	George Paget Thomson
조르주 상드	George Sand
조지 W. 부시	George W. Bush
조지 워싱턴	George Washington
조르주 비제	Georges Bizet
조르주 브라크	Georges Braque
조르주 클레망소	Georges Clemenceau
조지타운 (가이아나)	Georgetown
조지아 주	Georgia (U.S. state)
분류:조지아 주	Georgia (U.S. state)
그루지야	Georgia (country)
분류:그루지야	Georgia (country)
제럴드 포드	Gerald Ford
제러드 카이퍼	Gerard Kuiper
독일어	German language
분류:독일어	German language
독일 마르크	German mark
저마늄	Germanium
독일	Germany
분류:독일	Germany
게슈타포	Gestapo
가나	Ghana
분류:가나	Ghana
자코모 푸치니	Giacomo Puccini
자이언트판다	Giant Panda
긴팔원숭이	Gibbon
지브롤터	Gibraltar
분류:지브롤터	Gibraltar
기가바이트	Gigabyte
길가메시	Gilgamesh
은행나무	Ginkgo
조르다노 브루노	Giordano Bruno
조르조 바사리	Giorgio Vasari
조토 디 본도네	Giotto di Bondone
기린	Giraffe
기린과	Giraffidae
주세페 가리발디	Giuseppe Garibaldi
주세페 베르디	Giuseppe Verdi
검투사	Gladiator
글래스고	Glasgow
글라스노스트	Glasnost
유리	Glass
안경	Glasses
GPS	Global Positioning System
지구 온난화	Global warming
세계화	Globalization
글루코스	Glucose
글루온	Gluon
글루탐산	Glutamic acid
글리세롤	Glycerol
글리신	Glycine
해당	Glycolysis
편마암	Gneiss
영지주의	Gnosticism
바둑	Go (board game)
고아 주	Goa
골키퍼	Goalkeeper
고비 사막	Gobi Desert
하느님	God
금	Gold
골다 메이어	Golda Meir
골든게이트 교	Golden Gate Bridge
킵차크 한국	Golden Horde
골프	Golf
분류:골프	Golf
골지체	Golgi apparatus
호몔	Gomel
성 금요일	Good Friday
구글	Google
분류:구글	Google
구골	Googol
고릴라	Gorilla
참매	Goshawk
복음서	Gospel
루카 복음서	Gospel of Luke
예테보리	Gothenburg
고딕	Gothic
고딕 건축	Gothic architecture
정부	Government
그레이스 켈리	Grace Kelly
기울기 (벡터)	Gradient
그라피티	Graffiti
그램	Gram
문법	Grammar
분류:문법	Grammar
화강암	Granite
포도	Grape
그레이프프루트	Grapefruit
분류:그래픽 디자인	Graphic design
그래픽 디자인	Graphic design
그래픽 사용자 인터페이스	Graphical user interface
흑연	Graphite
중력	Gravitation
중력상수	Gravitational constant
중력자	Graviton
그레이	Gray (unit)
늑대	Gray Wolf
그레이트배리어리프	Great Barrier Reef
그레이트브리튼 섬	Great Britain
대공황	Great Depression
오대호	Great Lakes
동아프리카 지구대	Great Rift Valley
만리장성	Great Wall of China
백상아리	Great white shark
그리스	Greece
분류:그리스	Greece
그리스 문자	Greek alphabet
분류:그리스 문자	Greek alphabet
그리스 화약	Greek fire
그리스 신화	Greek mythology
분류:그리스 신화	Greek mythology
녹색	Green
비닐하우스	Greenhouse
온실 효과	Greenhouse effect
온실 기체	Greenhouse gas
그린란드	Greenland
분류:그린란드	Greenland
그린란드 해	Greenland Sea
그린피스	Greenpeace
그리니치	Greenwich
그리니치 평균시	Greenwich Mean Time
그레고르 요한 멘델	Gregor Mendel
그레고리력	Gregorian calendar
분류:그레나다	Grenada
회색	Grey
그리핀	Griffin
국내 총생산	Gross domestic product
그룹	Group
군 (수학)	Group (mathematics)
주기율표 족	Group (periodic table)
군론	Group theory
그로버 클리블랜드	Grover Cleveland
그로즈니	Grozny
두루미자리	Grus (constellation)
과들루프	Guadeloupe
괌	Guam
광둥 성	Guangdong
광저우	Guangzhou
구아노	Guano
분류:과테말라	Guatemala
과테말라 시	Guatemala City
과야킬	Guayaquil
건지 섬	Guernsey
굴리엘모 마르코니	Guglielmo Marconi
기욤 아폴리네르	Guillaume Apollinaire
단두대	Guillotine
기니	Guinea
분류:기니	Guinea
기니비사우	Guinea-Bissau
분류:기니비사우	Guinea-Bissau
기타	Guitar
굴락	Gulag
멕시코 만류	Gulf Stream
걸프 전쟁	Gulf War
아덴 만	Gulf of Aden
아카바 만	Gulf of Aqaba
보트니아 만	Gulf of Bothnia
핀란드 만	Gulf of Finland
기니 만	Gulf of Guinea
멕시코 만	Gulf of Mexico
오만 만	Gulf of Oman
타이 만	Gulf of Thailand
갈매기	Gull
구스타프 클림트	Gustav Klimt
구스타프 말러	Gustav Mahler
귀스타브 쿠르베	Gustave Courbet
귀스타브 플로베르	Gustave Flaubert
가이 포크스	Guy Fawkes
기 드 모파상	Guy de Maupassant
분류:가이아나	Guyana
겉씨식물	Gymnosperm
석고	Gypsum
자이로스코프	Gyroscope
H	H
허버트 조지 웰스	H. G. Wells
HIV	HIV
HTML	HTML
해커	Hacker
하데스	Hades
하디스 (이슬람교)	Hadith
하드리아누스	Hadrian
혈우병	Haemophilia
하프늄	Hafnium
하기아 소피아 성당	Hagia Sophia
하이파	Haifa
하이쿠	Haiku
우박	Hail
성모송	Hail Mary
털	Hair
아이티	Haiti
분류:아이티	Haiti
할베르트	Halberd
반감기	Half-life
할로윈	Halloween
할로젠	Halogen
하마스	Hamas
함부르크	Hamburg
분류:함부르크	Hamburg
햄버거	Hamburger
햄릿	Hamlet
망치	Hammer
낫과 망치	Hammer and sickle
함무라비	Hammurabi
햄스터	Hamster
한나라	Han Dynasty
손	Hand
수류탄	Hand grenade
권총	Handgun
교수형	Hanging
바빌론의 공중 정원	Hanging Gardens of Babylon
해나 아렌트	Hannah Arendt
한니발	Hannibal
하노이	Hanoi
하노버	Hanover
한스 베테	Hans Bethe
한스 크리스티안 안데르센	Hans Christian Andersen
한자 동맹	Hanseatic League
하누카	Hanukkah
행복	Happiness
하라레	Harare
하렘	Harem
할렘	Harlem
화성 (음악)	Harmony
해럴드 핀터	Harold Pinter
하프	Harp
하프시코드	Harpsichord
하피 (신화)	Harpy
헤리엇 비처 스토	Harriet Beecher Stowe
해리스버그	Harrisburg
하트퍼드	Hartford
하슘	Hassium
증오	Hatred
오트노르망디	Haute-Normandie
아바나	Havana
하와이 주	Hawaii
분류:하와이 주	Hawaii
머리	Head
국가 원수	Head of state
분류:건강	Health
심장	Heart
열	Heat
열기관	Heat engine
천국	Heaven
분류:헤비 메탈	Heavy metal
헤비 메탈	Heavy metal music
중수	Heavy water
허베이 성	Hebei
히브리 문자	Hebrew alphabet
히브리력	Hebrew calendar
헤브리디스 제도	Hebrides
헥타르	Hectare
헥토르	Hector
엑토르 베를리오즈	Hector Berlioz
고슴도치아과	Hedgehog
헤임달	Heimdall
하인리히 루돌프 헤르츠	Heinrich Hertz
하인리히 힘러	Heinrich Himmler
하인리히 슐리만	Heinrich Schliemann
헬레네	Helen
헬렌 켈러	Helen Keller
헬레나 (몬태나 주)	Helena
헬리콥터	Helicopter
헬륨	Helium
지옥	Hell
헬싱키	Helsinki
분류:혈액학	Hematology
헤모글로빈	Hemoglobin
치질	Hemorrhoid
앙투안 앙리 베크렐	Henri Becquerel
앙리 베르그송	Henri Bergson
앙리 마티스	Henri Matisse
헨리크 입센	Henrik Ibsen
헨리 (단위)	Henry (unit)
헨리 캐번디시	Henry Cavendish
헨리 포드	Henry Ford
헨리 키신저	Henry Kissinger
헨리 퍼셀	Henry Purcell
간염	Hepatitis
헤파이스토스	Hephaestus
헤라	Hera
헤라클레스	Heracles
헤라클레이토스	Heraclitus
헤라트	Herat
허버트 후버	Herbert Hoover
허버트 스펜서	Herbert Spencer
헤라클레스	Hercules
허큘리스자리	Hercules (constellation)
이단	Heresy
허먼 멜빌	Herman Melville
헤르만 헤세	Hermann Hesse
헤르만 민코프스키	Hermann Minkowski
헤르만 폰 헬름홀츠	Hermann von Helmholtz
자웅동체	Hermaphrodite
헤르메스	Hermes
알렉산드리아의 헤론	Hero of Alexandria
헤로데 대왕	Herod the Great
헤로도토스	Herodotus
왜가리과	Heron
헤르츠	Hertz
헤시오도스	Hesiod
헤스페리데스	Hesperides
헤센 주	Hesse
분류:헤센 주	Hesse
헤스티아	Hestia
이성애	Heterosexuality
십육진법	Hexadecimal
육각형	Hexagon
헤즈볼라	Hezbollah
겨울잠	Hibernation
유카와 히데키	Hideki Yukawa
히에로니무스 보슈	Hieronymus Bosch
힐베르트 공간	Hilbert space
히말라야 산맥	Himalayas
힌두쿠시 산맥	Hindu Kush
힌두교	Hinduism
분류:힌두교	Hinduism
히피	Hippie
히포크라테스	Hippocrates
하마	Hippopotamus
쇼와 천황	Hirohito
히로시마 시	Hiroshima
이스파니올라 섬	Hispaniola
히스티딘	Histidine
분류:조직학	Histology
히스톤	Histone
역사	History
분류:역사	History
호찌민 (사람)	Ho Chi Minh
호찌민 시	Ho Chi Minh City
호바트	Hobart
취미	Hobby
가쓰시카 호쿠사이	Hokusai
공휴일	Holiday
할리우드	Hollywood
홀뮴	Holmium
홀로세	Holocene
신성 로마 제국	Holy Roman Empire
분류:신성 로마 제국	Holy Roman Empire
성령	Holy Spirit
항상성	Homeostasis
호메로스	Homer
사람과	Hominidae
사람속	Homo (genus)
호모 에렉투스	Homo erectus
동성애	Homosexuality
온두라스	Honduras
분류:온두라스	Honduras
벌꿀	Honey
홍콩	Hong Kong
분류:홍콩	Hong Kong
호니아라	Honiara
호놀룰루	Honolulu
훅의 법칙	Hooke's law
후투티	Hoopoe
호라티우스	Horace
허레이시오 넬슨	Horatio Nelson
수평선	Horizon
호르몬	Hormone
아프리카의 뿔	Horn of Africa
말 (동물)	Horse
경마	Horse racing
마력	Horsepower
호루스	Horus
호스니 무바라크	Hosni Mubarak
병원	Hospital
호텔	Hotel
시간 (단위)	Hour
모래시계	Hourglass
집	House
하우스 (드라마)	House (TV series)
생쥐	House Mouse
휴스턴 (텍사스 주)	Houston
허드슨 만	Hudson Bay
허드슨 강	Hudson River
위그 카페	Hugh Capet
휘호 그로티우스	Hugo Grotius
위그노	Huguenot
사람	Human
인문주의	Humanism
분류:인문 과학	Humanities
습도	Humidity
벌새	Hummingbird
분류:유머	Humor
혹등고래	Humpback Whale
후난 성	Hunan
백년 전쟁	Hundred Years' War
헝가리	Hungary
분류:헝가리	Hungary
배고픔	Hunger
수렵	Hunting
잡종	Hybrid
바다뱀자리	Hydra (constellation)
탄화수소	Hydrocarbon
염산	Hydrochloric acid
수소	Hydrogen
수소 결합	Hydrogen bond
사이안화 수소	Hydrogen cyanide
과산화 수소	Hydrogen peroxide
가수분해	Hydrolysis
물뱀자리	Hydrus
하이에나	Hyena
분류:위생	Hygiene
처녀막	Hymen
분류:벌목	Hymenoptera
벌목 (곤충)	Hymenoptera
쌍곡선	Hyperbola
히페리온 (위성)	Hyperion (moon)
고혈압	Hypertension
하이퍼텍스트	Hypertext
HTTP	Hypertext Transfer Protocol
최면	Hypnosis
가설	Hypothesis
I	I
아이팟	IPod
이언 플레밍	Ian Fleming
이아페투스 (위성)	Iapetus (moon)
이아페토스	Iapetus (mythology)
이베리아 반도	Iberian Peninsula
이부프로펜	Ibuprofen
얼음	Ice
아이스크림	Ice cream
아이스하키	Ice hockey
분류:아이스하키	Ice hockey
빙산	Iceberg
아이슬란드	Iceland
분류:아이슬란드	Iceland
성화상	Icon
성상파괴운동	Iconoclasm
아이다호 주	Idaho
분류:아이다호 주	Idaho
이상 기체	Ideal gas
관념론	Idealism
항등원	Identity element
단위행렬	Identity matrix
이데올로기	Ideology
이도	Ido
이글루	Igloo
이냐시오 데 로욜라	Ignatius of Loyola
화성암	Igneous rock
이고리 스트라빈스키	Igor Stravinsky
이과수 폭포	Iguazu Falls
일리아스	Iliad
일리노이 주	Illinois
분류:일리노이 주	Illinois
일리리아	Illyria
이미지 스캐너	Image scanner
이맘	Imam
이마누엘 칸트	Immanuel Kant
면역체계	Immune system
면역학	Immunology
분류:면역학	Immunology
제국주의	Imperialism
인상주의	Impressionism
근친상간	Incest
인천광역시	Incheon
빗면	Inclined plane
인도	India
분류:인도	India
인도양	Indian Ocean
분류:인도양	Indian Ocean
인디애나 주	Indiana
분류:인디애나 주	Indiana
인디애나폴리스	Indianapolis
인디라 간디	Indira Gandhi
인듐	Indium
인도차이나 반도	Indochina
인도네시아	Indonesia
분류:인도네시아	Indonesia
인드라	Indra
인덕턴스	Inductance
귀납 추론	Inductive reasoning
코일	Inductor
대사 (가톨릭)	Indulgence
인디언자리	Indus (constellation)
인더스 강	Indus River
산업 혁명	Industrial Revolution
산업	Industry
분류:산업	Industry
부등식	Inequality
관성	Inertia
보병	Infantry
감염병	Infectious disease
무한	Infinity
인플레이션	Inflation
인플루엔자	Influenza
정보	Information
정보통신기술	Information technology
정보 이론	Information theory
적외선	Infrared
하부 구조	Infrastructure
잉마르 베리만	Ingmar Bergman
네이멍구 자치구	Inner Mongolia
혁신	Innovation
무기화학	Inorganic chemistry
분류:무기화학	Inorganic chemistry
종교재판	Inquisition
곤충	Insect
식충목	Insectivora
기관 (조직)	Institution
인슐린	Insulin
정수	Integer
적분	Integral
집적회로	Integrated circuit
지적재산권	Intellectual property
지능	Intelligence
지능 지수	Intelligence quotient
대륙간 탄도 미사일	Intercontinental ballistic missile
이자	Interest
간섭	Interference
인테르링구아	Interlingua
국제원자력기구	International Atomic Energy Agency
국제 민간 항공 기구	International Civil Aviation Organization
국제사법재판소	International Court of Justice
날짜 변경선	International Date Line
국제통화기금	International Monetary Fund
SI 단위계	International System of Units
분류:국제법	International law
인터넷	Internet
분류:인터넷	Internet
인터넷 익스플로러	Internet Explorer
인터프리터	Interpreter (computing)
교집합	Intersection (set theory)
음정	Interval (music)
창자	Intestine
인트라넷	Intranet
무척추동물	Invertebrate
이오 (위성)	Io (moon)
이오 (신화)	Io (mythology)
아이오딘	Iodine
이온	Ion
이오니아	Ionia
이오니아 해	Ionian Sea
이온 결합	Ionic bond
전리층	Ionosphere
Ι	Iota
아이오와 주	Iowa
분류:아이오와 주	Iowa
이란	Iran
분류:이란	Iran
이란-이라크 전쟁	Iran-Iraq War
이라크	Iraq
분류:이라크	Iraq
아일랜드 섬	Ireland
분류:아일랜드	Ireland
이레나이우스	Irenaeus
이리듐	Iridium
홍채	Iris (anatomy)
아일랜드 공화국군 (1919년)	Irish Republican Army
아일랜드 해	Irish Sea
분류:아일랜드 사람	Irish people
철	Iron
철기 시대	Iron Age
철의 장막	Iron Curtain
아이언 메이든	Iron Maiden
무리수	Irrational number
이르티시 강	Irtysh River
이사악	Isaac
아이작 아시모프	Isaac Asimov
아이작 뉴턴	Isaac Newton
이사도라 던컨	Isadora Duncan
이시스	Isis
이슬람교	Islam
분류:이슬람교	Islam
이슬라마바드	Islamabad
이슬람력	Islamic calendar
섬	Island
맨 섬	Isle of Man
분류:맨 섬	Isle of Man
이성질체	Isomer
야마모토 이소로쿠	Isoroku Yamamoto
동위 원소	Isotope
이스라엘	Israel
분류:이스라엘	Israel
이스탄불	Istanbul
분류:이스탄불	Istanbul
지협	Isthmus
파나마 지협	Isthmus of Panama
이탈리아 반도	Italian Peninsula
이탈리아	Italy
분류:이탈리아	Italy
이반 파블로프	Ivan Pavlov
아이비 리그	Ivy League
이오 섬	Iwo Jima
J	J
제롬 데이비드 샐린저	J. D. Salinger
제임스 매튜 배리	J. M. Barrie
잭 더 리퍼	Jack the Ripper
갈까마귀	Jackdaw
잭슨 (미시시피 주)	Jackson
잭슨 폴록	Jackson Pollock
잭슨빌 (플로리다 주)	Jacksonville
야곱	Jacob
자크 카르티에	Jacques Cartier
자크 데리다	Jacques Derrida
자크 오펜바흐	Jacques Offenbach
재규어	Jaguar
자이니즘	Jainism
자카르타	Jakarta
잘랄라바드	Jalalabad
자메이카	Jamaica
분류:자메이카	Jamaica
제베대오의 아들 야고보	James
제임스 가필드	James A. Garfield
제임스 본드	James Bond
제임스 뷰캐넌	James Buchanan
제임스 클러크 맥스웰	James Clerk Maxwell
제임스 쿡	James Cook
제임스 조이스	James Joyce
제임스 K. 포크	James K. Polk
제임스 매디슨	James Madison
제임스 먼로	James Monroe
제임스 네이스미스	James Naismith
잠무카슈미르 주	Jammu and Kashmir
얀 후스	Jan Hus
제인 오스틴	Jane Austen
제인 폰다	Jane Fonda
제인 시무어	Jane Seymour
예니체리	Janissary
1월	January
1월 1일	January 1
1월 19일	January 19
1월 20일	January 20
1월 6일	January 6
일본	Japan
분류:일본	Japan
자와 섬	Java
자바	Java (disambiguation)
자바 (프로그래밍 언어)	Java (programming language)
자와할랄 네루	Jawaharlal Nehru
재즈	Jazz
분류:재즈	Jazz
도미니크 앵그르	Jean Auguste Dominique Ingres
장 피아제	Jean Piaget
장 라신	Jean Racine
장 시벨리우스	Jean Sibelius
장 드 라퐁텐	Jean de La Fontaine
장 자크 루소	Jean-Jacques Rousseau
장폴 사르트르	Jean-Paul Sartre
장 필리프 라모	Jean-Philippe Rameau
지다 (도시)	Jeddah
제퍼슨 시	Jefferson City
야훼	Jehovah
여호와의 증인	Jehovah's Witnesses
해파리	Jellyfish
예나	Jena
제러미 벤담	Jeremy Bentham
히에로니무스	Jerome
저지 섬	Jersey
예루살렘	Jerusalem
예수	Jesus
제트 엔진	Jet engine
유대인	Jew
지하드	Jihad
지미 헨드릭스	Jimi Hendrix
지미 카터	Jimmy Carter
잔 다르크	Joan of Arc
요한 베르누이	Johann Bernoulli
요한 제바스티안 바흐	Johann Sebastian Bach
요한 볼프강 폰 괴테	Johann Wolfgang von Goethe
요하네스 브람스	Johannes Brahms
요하네스 디데릭 판데르 발스	Johannes Diderik van der Waals
요하네스 구텐베르크	Johannes Gutenberg
요하네스 케플러	Johannes Kepler
요하네스버그	Johannesburg
존 애덤스	John Adams
존 바딘	John Bardeen
장 칼뱅	John Calvin
요한네스 크리소스토무스	John Chrysostom
존 돌턴	John Dalton
존 듀이	John Dewey
존 레논	John Lennon
존 로크	John Locke
존 메이저	John Major
존 메이너드 케인즈	John Maynard Keynes
존 밀턴	John Milton
존 네이피어	John Napier
존 퀸시 애덤스	John Quincy Adams
존 러스킨	John Ruskin
존 스튜어트 밀	John Stuart Mill
존 타일러	John Tyler
존 웨인	John Wayne
세례자 요한	John the Baptist
존 폰 노이만	John von Neumann
조나단 스위프트	Jonathan Swift
요르단	Jordan
분류:요르단	Jordan
요르단 강	Jordan River
호르헤 루이스 보르헤스	Jorge Luis Borges
요제프 괴벨스	Joseph Goebbels
요제프 하이든	Joseph Haydn
조지프 매카시	Joseph McCarthy
조지프 프리스틀리	Joseph Priestley
조지프 슘페터	Joseph Schumpeter
조지프 스미스 2세	Joseph Smith
이오시프 스탈린	Joseph Stalin
요세푸스	Josephus
줄 (단위)	Joule
분류:언론	Journalism
언론	Journalism
요비아누스	Jovian
조이스틱	Joystick
유대교	Judaism
분류:유대교	Judaism
이스카리옷 유다	Judas Iscariot
유대	Judea
유도	Judo
유술	Jujutsu
쥘 베른	Jules Verne
율리우스력	Julian calendar
율리아누스	Julian the Apostate
율리우스 카이사르	Julius Caesar
7월	July
7월 1일	July 1
7월 4일	July 4
6월	June
6월 14일	June 14
6월 21일	June 21
6월 23일	June 23
6월 24일	June 24
6월 29일	June 29
6월 3일	June 3
주노 (알래스카 주)	Juneau
노간주나무속	Juniper
목성	Jupiter
분류:목성	Jupiter
유피테르	Jupiter (mythology)
쥐라기	Jurassic
유스티니아누스 1세	Justinian I
윌란 반도	Jutland
K	K
K2 산	K2
국가보안위원회	KGB
카발라	Kabbalah
카불	Kabul
칼라하리 사막	Kalahari Desert
캄차카 반도	Kamchatka Peninsula
캄팔라	Kampala
칸다하르	Kandahar
캥거루	Kangaroo
캔자스 주	Kansas
분류:캔자스 주	Kansas
캔자스시티 (미주리 주)	Kansas City
Κ	Kappa
카라 해	Kara Sea
카라치	Karachi
카라코람 산맥	Karakoram
가라오케	Karaoke
공수도	Karate
카를 바르트	Karl Barth
카를 야스퍼스	Karl Jaspers
카를 마르크스	Karl Marx
칼 포퍼	Karl Popper
캐서린 헵번	Katharine Hepburn
카트만두	Kathmandu
카토비체	Katowice
카우나스	Kaunas
카자흐스탄	Kazakhstan
분류:카자흐스탄	Kazakhstan
카잔	Kazan
켈빈	Kelvin
켄트 주	Kent
켄터키 주	Kentucky
분류:켄터키 주	Kentucky
케냐	Kenya
분류:케냐	Kenya
커널 (운영 체제)	Kernel (computer science)
케첩	Ketchup
케톤	Ketone
컴퓨터 자판	Keyboard (computing)
건반 악기	Keyboard instrument
하바롭스크	Khabarovsk
칸 (칭호)	Khan
하르키우	Kharkiv
하르툼	Khartoum
크메르루주	Khmer Rouge
쿠푸	Khufu
키부츠	Kibbutz
콩팥	Kidney
키예프	Kiev
키갈리	Kigali
킬로바이트	Kilobyte
킬로그램	Kilogram
킬로미터 매 시간	Kilometres per hour
기모노	Kimono
운동 에너지	Kinetic energy
킹 (체스)	King (chess)
아서 왕	King Arthur
리어 왕	King Lear
계 (생물)	Kingdom (biology)
킹스턴 (자메이카)	Kingston
킹스타운	Kingstown
킨샤사	Kinshasa
키리바시	Kiribati
분류:키리바시	Kiribati
키르쿠크	Kirkuk
입맞춤	Kiss
연	Kite
키위	Kiwi
무릎	Knee
칼 (도구)	Knife
나이트 (체스)	Knight (chess)
노트 (속력)	Knot (speed)
지식	Knowledge
크누트 함순	Knut Hamsun
코알라	Koala
고베 시	Kobe
콜라 반도	Kola Peninsula
콜카타	Kolkata
콘라트 아데나워	Konrad Adenauer
한국	Korea
분류:한국	Korea
한국 전쟁	Korean War
코소보	Kosovo
분류:코소보	Kosovo
크리슈나	Krishna
크립톤	Krypton
쿠 클럭스 클랜	Ku Klux Klan
쿠알라룸푸르	Kuala Lumpur
쿠빌라이 칸	Kublai Khan
카이퍼 대	Kuiper belt
금귤	Kumquat
쿵푸	Kung fu (term)
쿤룬 산맥	Kunlun Mountains
중국 국민당	Kuomintang
쿠라 강	Kura River
쿠르디스탄	Kurdistan
분류:쿠르디스탄	Kurdistan
쿠르디스탄 노동자당	Kurdistan Workers Party
쿠르스크	Kursk
커트 보네거트	Kurt Vonnegut
쿠웨이트	Kuwait
분류:쿠웨이트	Kuwait
쿠웨이트 시	Kuwait City
교토 시	Kyoto
키르기스스탄	Kyrgyzstan
분류:키르기스스탄	Kyrgyzstan
L	L
LAMP	LAMP (software bundle)
라파스	La Paz
LaTeX	LaTeX
노동당 (영국)	Labour Party (UK)
도마뱀자리	Lacerta
제인 그레이	Lady Jane Grey
토끼목	Lagomorpha
라고스	Lagos
라호르	Lahore
호수	Lake
바이칼 호	Lake Baikal
이리 호	Lake Erie
레만 호	Lake Geneva
휴런 호	Lake Huron
일멘 호	Lake Ilmen
라도가 호	Lake Ladoga
말라위 호	Lake Malawi
미시간 호	Lake Michigan
오네가 호	Lake Onega
온타리오 호	Lake Ontario
슈피리어 호	Lake Superior
탕가니카 호수	Lake Tanganyika
빅토리아 호	Lake Victoria
Λ	Lambda
꿀풀과	Lamiaceae
두색동물	Lancelet
언어	Language
랑그도크루시용	Languedoc-Roussillon
랜싱	Lansing
란타넘족	Lanthanide
란타넘	Lanthanum
라오스	Laos
분류:라오스	Laos
랍테프 해	Laptev Sea
노트북 컴퓨터	Laptop
라스베이거스	Las Vegas
라스코 동굴	Lascaux
레이저	Laser
라틴어	Latin
라틴아메리카	Latin America
로마자	Latin alphabet
라트비아	Latvia
분류:라트비아	Latvia
웃음	Laughter
로라시아	Laurasia
용암	Lava
법	Law
분류:법률	Law
분류:경찰	Law enforcement
로렌슘	Lawrencium
변호사	Lawyer
라치오 주	Lazio
르 코르뷔지에	Le Corbusier
납	Lead
잎	Leaf
국제 연맹	League of Nations
피사의 사탑	Leaning Tower of Pisa
윤년	Leap year
학습	Learning
레바논	Lebanon
분류:레바논	Lebanon
리 하비 오스월드	Lee Harvey Oswald
왼손잡이	Left-handed
레고	Lego
라이프치히	Leipzig
레몬	Lemon
레나 강	Lena River
길이	Length
렌즈	Lens (optics)
사순절	Lent
사자자리	Leo (constellation)
레오 1세	Leo I (emperor)
레프 트로츠키	Leon Trotsky
레너드 번스타인	Leonard Bernstein
레오나르도 다 빈치	Leonardo da Vinci
레온하르트 오일러	Leonhard Euler
레오니트 브레즈네프	Leonid Brezhnev
표범	Leopard
나비목	Lepidoptera
한센병	Leprosy
렙톤	Lepton
토끼자리	Lepus (constellation)
레즈비언	Lesbian
레소토	Lesotho
분류:레소토	Lesotho
레토	Leto
자모	Letter (alphabet)
백혈병	Leukemia
레반트	Levant
지레	Lever
레비아탄	Leviathan
레위기	Leviticus
루이스 캐럴	Lewis Carroll
라싸	Lhasa
로체 산	Lhotse
자유주의	Liberalism
분류:자유주의	Liberalism
타밀엘람 해방 호랑이	Liberation Tigers of Tamil Eelam
라이베리아	Liberia
분류:라이베리아	Liberia
천칭자리	Libra (constellation)
도서관	Library
리브르빌	Libreville
리비아	Libya
분류:리비아	Libya
리히텐슈타인	Liechtenstein
분류:리히텐슈타인	Liechtenstein
생명	Life
분류:생명	Life
빛	Light
발광 다이오드	Light-emitting diode
광년	Light-year
번개	Lightning
리구리아 주	Liguria
리구리아 해	Ligurian Sea
백합과	Liliaceae
릴	Lille
릴롱궤	Lilongwe
리마	Lima
석회암	Limestone
극한	Limit (mathematics)
리무쟁	Limousin (region)
링컨 (네브래스카 주)	Lincoln
링컨	Lincoln
링컨셔 주	Lincolnshire
직선	Line (mathematics)
선형대수학	Linear algebra
분류:선형대수학	Linear algebra
일차 방정식	Linear equation
언어학	Linguistics
분류:언어학	Linguistics
라이너스 폴링	Linus Pauling
리눅스	Linux
분류:리눅스	Linux
사자	Lion
지질	Lipid
액체	Liquid
액정 디스플레이	Liquid crystal display
리스본	Lisbon
리제 마이트너	Lise Meitner
리스프	Lisp (programming language)
문학	Literature
분류:문학	Literature
리튬	Lithium
암권	Lithosphere
리투아니아	Lithuania
분류:리투아니아	Lithuania
리터	Litre
리버풀	Liverpool
리보니아	Livonia
도마뱀	Lizard
류블랴나	Ljubljana
라마	Llama
외래어	Loanword
로컬 영역 네트워크	Local area network
네스 호	Loch Ness
네스 호의 괴물	Loch Ness Monster
기관차	Locomotive
로그	Logarithm
논리학	Logic
분류:논리학	Logic
논리 회로	Logic gate
루아르 강	Loire River
로키	Loki
롤리타	Lolita
롬바르디아 주	Lombardy
런던	London
분류:런던	London
롱비치	Long Beach
롱아일랜드 섬	Long Island
주님의 기도	Lord's Prayer
로렌	Lorraine (region)
로스앤젤레스	Los Angeles
스피커	Loudspeaker
루이 브라유	Louis Braille
루이 파스퇴르	Louis Pasteur
프랑크의 루트비히 1세	Louis the Pious
프랑크의 루이 2세	Louis the Stammerer
루이지애나 주	Louisiana
분류:루이지애나 주	Louisiana
루이빌	Louisville
루브르 박물관	Louvre
사랑	Love
니더작센 주	Lower Saxony
루안다	Luanda
루치아노 파바로티	Luciano Pavarotti
루치펠	Lucifer
루크레치아 보르자	Lucrezia Borgia
루트비히 볼츠만	Ludwig Boltzmann
루드비히 미스 반 데어 로에	Ludwig Mies van der Rohe
루트비히 비트겐슈타인	Ludwig Wittgenstein
루트비히 판 베토벤	Ludwig van Beethoven
루멘	Lumen (unit)
발광	Luminescence
월식	Lunar eclipse
허파	Lung
폐암	Lung cancer
폐어류	Lungfish
이리자리	Lupus (constellation)
루사카	Lusaka
류트	Lute
루테튬	Lutetium
루터교	Lutheranism
룩스	Lux
룩셈부르크	Luxembourg
분류:룩셈부르크	Luxembourg
룩셈부르크 시	Luxembourg (city)
루손 섬	Luzon
리디아	Lydia
림프계	Lymphatic system
살쾡이자리	Lynx (constellation)
링크스 (웹 브라우저)	Lynx (web browser)
리옹	Lyon
거문고자리	Lyra
LSD	Lysergic acid diethylamide
리신	Lysine
리소좀	Lysosome
M	M
M이론	M-theory
메신저 (수성 탐사선)	MESSENGER
MIME	MIME
MS-DOS	MS-DOS
마카오	Macau
마케도니아 왕국	Macedon
마케도니아	Macedonia
마하 수	Mach number
