Norwegian	﻿English
Steinsopp	Boletus edulis
Bolivia	Bolivia
Kategori:Bolivia	Bolivia
Bollywood	Bollywood
Bologna	Bologna
Bolsjevik	Bolshevik
Bolzano	Bolzano
Bombe	Bomb
Bombefly	Bomber
Silkeorm	Bombyx mori
Obligasjon	Bond (finance)
Benmarg	Bone marrow
Bonn	Bonn
Bonsai	Bonsai
Bok	Book
Esters bok	Book of Esther
Josvas bok	Book of Joshua
Dommernes bok	Book of Judges
Mormons bok	Book of Mormon
Fjerde Mosebok	Book of Numbers
Johannes' åpenbaring	Book of Revelation
Ruts bok	Book of Ruth
Boolsk algebra	Boolean algebra (structure)
Bumerang	Boomerang
Bordeaux	Bordeaux
Boris Godunov	Boris Godunov
Boris Pasternak	Boris Pasternak
Boris Spasskij	Boris Spassky
Borneo	Borneo
Bor (grunnstoff)	Boron
Bosnia-Hercegovina	Bosnia and Herzegovina
Kategori:Bosnia-Hercegovina	Bosnia and Herzegovina
Boson	Boson
Bosporos	Bosporus
Boston	Boston
Teselskapet i Boston	Boston Tea Party
Mal:Bot	Bot
Botanisk hage	Botanical garden
Botanikk	Botany
Kategori:Botanikk	Botany
Botswana	Botswana
Kategori:Botswana	Botswana
Flaske	Bottle
Tumlere	Bottlenose Dolphin
Borgerskap	Bourgeoisie
Burgund	Bourgogne
Bouvetøya	Bouvet Island
Okser	Bovid
Bue (våpen)	Bow (weapon)
Bowling	Bowling
Boxer	Boxer (dog)
Kategori:Boksere	Boxers
Boksing	Boxing
Kategori:Boksing	Boxing
Parentes	Bracket
Braga	Braga
Brahma	Brahma
Brahmaputra	Brahmaputra River
Punktskrift	Braille
Hjernen	Brain
Idédugnad	Brainstorming
Bram Stoker	Bram Stoker
Brandenburg	Brandenburg
Brandy	Brandy
Messing	Brass
Korsblomstfamilien	Brassicaceae
Brystholder	Brassiere
Bratislava	Bratislava
Braunschweig	Braunschweig
Brasil	Brazil
Kategori:Brasil	Brazil
Brazzaville	Brazzaville
Brød	Bread
Bryst	Breast
Brystkreft	Breast cancer
Bremen	Bremen
Bremen	Bremen (state)
Bremerhaven	Bremerhaven
Brescia	Brescia
Brest (Frankrike)	Brest
Brest (Hviterussland)	Brest
Brest	Brest
Bretagne	Bretagne
Murstein	Brick
Bro	Bridge
Kategori:Broer	Bridges
Bridgetown	Bridgetown
Brigade	Brigade
Brighton	Brighton
Brindisi	Brindisi
Brisbane	Brisbane
Bristol	Bristol
Britisk Columbia	British Columbia
Det britiske imperiet	British Empire
De britiske øyer	British Isles
De britiske jomfruøyene	British Virgin Islands
Kategori:Briter	British people
Brno	Brno
Broadway	Broadway (New York City)
Brokkoli	Broccoli
Brom	Bromine
Bronse	Bronze
Bronsealderen	Bronze Age
Brooklyn	Brooklyn
Brooklyn Bridge	Brooklyn Bridge
Brun	Brown
Brunbjørn	Brown Bear
Brownsk bevegelse	Brownian motion
Bruce Lee	Bruce Lee
Brugge	Bruges
Brunei	Brunei
Kategori:Brunei	Brunei
Brussel	Brussels
Pest	Bubonic plague
Bucureşti	Bucharest
Buckingham Palace	Buckingham Palace
Richard Buckminster Fuller	Buckminster Fuller
Bokhvete	Buckwheat
Budapest	Budapest
Buddhisme	Buddhism
Kategori:Buddhisme	Buddhism
Buddy Holly	Buddy Holly
Buenos Aires	Buenos Aires
Buffalo	Buffalo
Bygning	Building
Bujumbura	Bujumbura
Bulgaria	Bulgaria
Kategori:Bulgaria	Bulgaria
Humler	Bumblebee
Byråkrati	Bureaucracy
Borgermester	Burgomaster
Burkina Faso	Burkina Faso
Kategori:Burkina Faso	Burkina Faso
Burma	Burma
Kategori:Burma	Burma
Burka	Burqa
Bursa	Bursa
Kategori:Burundi	Burundi
Buss	Bus
Næringsliv	Business
Kategori:Forretningsfolk	Businesspeople
Buster Keaton	Buster Keaton
Butan	Butane
Smør	Butter
Rhopalocera	Butterfly
Sommerfugleffekt	Butterfly effect
Bydgoszcz	Bydgoszcz
Byte	Byte
C	C
C (programmeringsspråk)	C (programming language)
C.S. Lewis	C. S. Lewis
CD (andre betydninger)	CD (disambiguation)
CHAOS	CHAOS (Linux distribution)
CN Tower	CN Tower
COBOL	COBOL
Kabaret	Cabaret
Kakaotre	Cacao
Kaktusfamilien	Cactus
Kadmium	Cadmium
Cesium	Caesium
Koffein	Caffeine
Kairo	Cairo
Kake	Cake
Calabria	Calabria
Calais	Calais
Kalk (mineral)	Calcite
Kalsium	Calcium
Kalsiumkarbonat	Calcium carbonate
Kalkulator	Calculator
Matematisk analyse	Calculus
Kaldera	Caldera
Kalender	Calendar
Kaliber	Caliber
California	California
Kategori:California	California
Californium	Californium
Caligula	Caligula
Kalif	Caliph
Kalligrafi	Calligraphy
Kalliope	Calliope
Callisto (måne)	Callisto (moon)
Callisto (mytologi)	Callisto (mythology)
Kalori	Calorie
Calvados (departement)	Calvados
Golgata	Calvary
Calvin Coolidge	Calvin Coolidge
Kalvinisme	Calvinism
Kalypso	Calypso (mythology)
Kambodsja	Cambodia
Kategori:Kambodsja	Cambodia
Kambrium	Cambrian
Cambridge	Cambridge
Cambridge (Massachusetts)	Cambridge
Cambridge (andre betydninger)	Cambridge (disambiguation)
Kameler	Camel
Kamera	Camera
Kamerun	Cameroon
Kategori:Kamerun	Cameroon
Campania	Campania
Canada	Canada
Kategori:Canada	Canada
Canadisk dollar	Canadian dollar
Kanal (farvann)	Canal
Kanariøyene	Canary Islands
Kategori:Kanariøyene	Canary Islands
Canberra	Canberra
Kreft	Cancer
Candela	Candela
Levende lys	Candle
Hundefamilien	Canidae
Hamp	Cannabis
Cannabis (rusmiddel)	Cannabis (drug)
Cannes	Cannes
Kannibalisme	Cannibalism
Kanon	Cannon
Kano	Canoe
Canon	Canon (company)
Canopus	Canopus
Kantate	Cantata
Canterbury (Kent)	Canterbury
Kantonesisk	Cantonese (linguistics)
Knut II av Danmark	Canute the Great
Kapasitans	Capacitance
Kondensator (elektrisk)	Capacitor
Cape Canaveral	Cape Canaveral
Kapp Horn	Cape Horn
Cape Town	Cape Town
Kapp Verde	Cape Verde
Kategori:Kapp Verde	Cape Verde
Kapp det gode håp	Cape of Good Hope
Hovedstad	Capital
Kapital (økonomi)	Capital (economics)
Dødsstraff	Capital punishment
Kapitalisme	Capitalism
Kappadokia	Cappadocia
Steinbukken	Capricornus
Chilipepper	Capsicum
Caracal	Caracal
Caracas	Caracas
Stjernefrukt	Carambola
Karat (masse)	Carat (mass)
Karat (masse)	Carat (purity)
Caravaggio	Caravaggio
Karbohydrat	Carbohydrate
Karbon	Carbon
Karbonkretsløpet	Carbon cycle
Karbondioksid	Carbon dioxide
Karbonmonoksid	Carbon monoxide
Karbonsyre	Carbonic acid
Karbon (geologi)	Carboniferous
Karboksylsyre	Carboxylic acid
Forgasser	Carburetor
Kortspill	Card game
Kardemomme	Cardamom
Cardiff	Cardiff
Kardinal	Cardinal (Catholicism)
Armand-Jean du Plessis de Richelieu	Cardinal Richelieu
Kardiologi	Cardiology
Kategori:Kardiologi	Cardiology
Karibien	Caribbean
Kategori:Karibien	Caribbean
Det karibiske hav	Caribbean Sea
Karikatur	Caricature
Carl David Anderson	Carl David Anderson
Carl Gustav Jung	Carl Jung
Carl Lewis	Carl Lewis
Carl Maria von Weber	Carl Maria von Weber
Carl Orff	Carl Orff
Karneval	Carnival
Rovdyr	Carnivora
Kjøttetende plante	Carnivorous plant
Karolingerne	Carolingian dynasty
Carl von Linné	Carolus Linnaeus
Karpatene	Carpathian Mountains
Gulrot	Carrot
Carson City (Nevada)	Carson City
Cartagena (Spania)	Cartagena
Kartesisk koordinatsystem	Cartesian coordinate system
Kartesisk produkt	Cartesian product
Karthago	Carthage
Kartografi	Cartography
Kategori:Kartografi	Cartography
Cary Grant	Cary Grant
Caryophyllales	Caryophyllales
Casablanca	Casablanca
Kasino	Casino
Det kaspiske hav	Caspian Sea
Kassandra	Cassandra
Kassiopeia	Cassiopeia (constellation)
Støpejern	Cast iron
Kaste	Caste
Castilla	Castile (historical region)
Rokade	Castling
Castries	Castries
Casus belli	Casus belli
Tamkatt	Cat
Catalonia	Catalonia
Kategori:Catalonia	Catalonia
Katalysator	Catalysis
Katafrakt	Cataphract
Katarakt	Cataract
Maller	Catfish
Katarer	Catharism
Katedral	Cathedral
Katarina Parr	Catherine Parr
Katarina av Aragon	Catherine of Aragon
Katode	Cathode
Katolisisme	Catholicism
Tamfe	Cattle
Kuhegre	Cattle Egret
Catullus	Catullus
Kaukasia	Caucasus
Kategori:Kaukasia	Caucasus
Blomkål	Cauliflower
Kausalitet	Causality
Kavaleri	Cavalry
Grotte	Cave
Kaviar	Caviar
Cayenne	Cayenne
Caymanøyene	Cayman Islands
Cecil Rhodes	Cecil Rhodes
Sedere	Cedar
Selleri	Celery
Himmelekvator	Celestial equator
Kategori:Himmelmekanikk	Celestial mechanics
Himmelmekanikk	Celestial mechanics
Himmelhvelving	Celestial sphere
Sølibat	Celibacy
Celle	Cell (biology)
Cellemembran	Cell membrane
Cellekjerne	Cell nucleus
Cellevegg	Cell wall
Cello	Cello
Cellulose	Cellulose
Celsiusskalaen	Celsius
Sement	Cement
Gravlund	Cemetery
Kenozoikum	Cenozoic
Folketelling	Census
Kentaur	Centaur
Centimeter	Centimetre
Sentral-Afrika	Central Africa
Den sentralafrikanske republikk	Central African Republic
Kategori:Den sentralafrikanske republikk	Central African Republic
Mellom-Amerika	Central America
Kategori:Sentral-Amerika	Central America
Central Intelligence Agency	Central Intelligence Agency
Central Park	Central Park
Sentralmaktene	Central Powers
Sentralbank	Central bank
Sentralnervesystemet	Central nervous system
CPU	Central processing unit
Centre	Centre
Århundre	Century
Blekkspruter	Cephalopod
Keramikk	Ceramic
Kerberos	Cerberus
Korn	Cereal
Lillehjernen	Cerebellum
Ceres	Ceres
Ceres (dvergplanet)	Ceres (dwarf planet)
Ceres (gudinne)	Ceres (mythology)
Cerium	Cerium
César de Borja	Cesare Borgia
Bendelormer	Cestoda
Hvaler	Cetacea
Tsjad	Chad
Kategori:Tsjad	Chad
Bokfink	Chaffinch
Stol	Chair
Kalsedon	Chalcedony
Gemse	Chamois
Champagne	Champagne (wine)
Champagne-Ardenne	Champagne-Ardenne
Kanaltunnelen	Channel Tunnel
Vade-, måse- og alkefugler	Charadriiformes
Karl den store	Charlemagne
Charleroi	Charleroi
Charles, prins av Wales	Charles
Charles Baudelaire	Charles Baudelaire
Charles Darwin	Charles Darwin
Charles Dickens	Charles Dickens
Charles Fourier	Charles Fourier
Charles Lindbergh	Charles Lindbergh
Charles S. Peirce	Charles Peirce
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Charles de Gaulle	Charles de Gaulle
Karl II av Det tysk-romerske rike	Charles the Bald
Charleston (Vest-Virginia)	Charleston
Charlie Chaplin	Charlie Chaplin
Charlie Parker	Charlie Parker
Charlotte	Charlotte
Charmed	Charmed
Charon (måne)	Charon (moon)
Charon	Charon (mythology)
Chartres	Chartres
Che Guevara	Che Guevara
Tsjetsjenia	Chechnya
Kategori:Tsjetsjenia	Chechnya
Ost	Cheese
Gepard	Cheetah
Tsjeljabinsk	Chelyabinsk
Kjemiske bindinger	Chemical bond
Kjemisk forbindelse	Chemical compound
Grunnstoff	Chemical element
Kjemisk formel	Chemical formula
Kjemisk reaksjon	Chemical reaction
Kjemisk krigføring	Chemical warfare
Kjemi	Chemistry
Kategori:Kjemi	Chemistry
Chemnitz	Chemnitz
Kjemoterapi	Chemotherapy
Chennai	Chennai
Sjekk	Cheque
Tsjernobyl	Chernobyl
Flint	Chert
Kjeruber	Cherub
Sjakk	Chess
Kategori:Sjakk	Chess
Sjakkåpning	Chess opening
Chester A. Arthur	Chester A. Arthur
Tyggegummi	Chewing gum
Cheyenne	Cheyenne
Khi	Chi (letter)
Chiang Kai-shek	Chiang Kai-shek
Chicago	Chicago
Høne	Chicken
Vannkopper	Chickenpox
Kikert	Chickpea
Chihuahua (delstat)	Chihuahua
Barn	Child
Chile	Chile
Kategori:Chile	Chile
Chimborazo	Chimborazo (volcano)
Sjimpanse	Chimpanzee
Kategori:Kina	China
Kina	China
Khios	Chios
Kitin	Chitin
Klor	Chlorine
Kloroform	Chloroform
Klorofyll	Chlorophyll
Kloroplast	Chloroplast
Sjokolade	Chocolate
Sangkor	Choir
Kolera	Cholera
Kolesterol	Cholesterol
Bruskfisker	Chondrichthyes
Chóngqìng	Chongqing
Akkord (musikk)	Chord (music)
Ryggstrengdyr	Chordate
Christchurch	Christchurch
Christiaan Huygens	Christiaan Huygens
Christian Dior	Christian Dior
Kristendom	Christianity
Kategori:Kristendom	Christianity
Jul	Christmas
Kategori:Jul	Christmas
Julaften	Christmas Eve
Juletre	Christmas tree
Christofer Columbus	Christopher Columbus
Christopher Marlowe	Christopher Marlowe
Kromatografi	Chromatography
Krom	Chromium
Kromosom	Chromosome
Chuck Berry	Chuck Berry
Tsjuktsjerhavet	Chukchi Sea
Kirke	Church
Den engelske kirke	Church of England
Marcus Tullius Cicero	Cicero
Storkefugler	Ciconiiformes
Sider	Cider
Sigarett	Cigarette
Askepott	Cinderella
Sinober (mineral)	Cinnabar
Kirke (gresk mytologi)	Circe
Sirkel	Circle
Sirkulasjonssystem	Circulatory system
Sirkus	Circus
Skrumplever	Cirrhosis
statsborgerskap	Citizenship
Sitronsyre	Citric acid
Sitronsyresyklus	Citric acid cycle
Sitrusfrukt	Citrus
Bystat	City-state
Borgerkrig	Civil war
Sivilisasjon	Civilization
Sid Meier's Civilization	Civilization (computer game)
Klarinett	Clarinet
Clark Gable	Clark Gable
Klasse	Class
Klasse (biologi)	Class (biology)
Klassisk mekanikk	Classical mechanics
Klassisk musikk	Classical music
Kategori:Klassisk musikk	Classical music
Klassisismen	Classicism
Claude Monet	Claude Monet
Claude Elwood Shannon	Claude Shannon
Claudio Monteverdi	Claudio Monteverdi
Claudius	Claudius
Kragebein	Clavicle
Leire	Clay
Nøkkel (musikk)	Clef
Clement Attlee	Clement Attlee
Kleopatra	Cleopatra (disambiguation)
Presteskap	Clergy
Cleveland	Cleveland
Klima	Climate
Kategori:Klima	Climate
Klimaendring	Climate change
Klimatologi	Climatology
Depresjon (sykdom)	Clinical depression
Kleio	Clio
Klitoris	Clitoris
Klokke	Clock
Big Ben	Clock Tower
Kloning	Cloning
Kategori:Klær	Clothing
Klær	Clothing
Sky	Cloud
Kryddernellik	Clove
Kløvere	Clover
Klodvig I	Clovis I
Nesledyr	Cnidaria
Kull	Coal
Kyst	Coast
Våpen (heraldikk)	Coat of arms
Kobolt	Cobalt
Kokain	Cocaine
Marihøner	Coccinellidae
Kakaduer	Cockatoo
Kakerlakker	Cockroach
Cocktail	Cocktail
Kokosnøtt	Coconut
Kokosøyene	Cocos (Keeling) Islands
Kodein	Codeine
Kaffeplanter	Coffea
Kaffe	Coffee
Kategori:Kaffe	Coffee
Konjakk	Cognac (drink)
Kognitiv psykologi	Cognitive psychology
Kognitiv vitenskap	Cognitive science
Mynt	Coin
Cola	Cola
Den kalde krigen	Cold War
Kategori:Den kalde krigen	Cold War
Colin Powell	Colin Powell
Collage	Collage
Kollagen	Collagen
Köln	Cologne
Colombia	Colombia
Kategori:Colombia	Colombia
Colombo	Colombo
Oberst	Colonel
Koloni	Colony
Farge	Color
Fargeblindhet	Color blindness
Colorado	Colorado
Kategori:Colorado	Colorado
Coloradoelven	Colorado River
Colosseum	Colosseum
Kolossen på Rhodos	Colossus of Rhodes
Snoker	Colubrid
Columbia (Sør-Carolina)	Columbia
Columbia River	Columbia River
Columbia University	Columbia University
Duer	Columbidae
Kategori:Duefugler	Columbiformes
Duefugler	Columbiformes
Columbus (Ohio)	Columbus
Columbus	Columbus
Koma	Coma
Berenikes hår	Coma Berenices
Forbrenning	Combustion
Komedie	Comedy
Johann Amos Comenius	Comenius
Komet	Comet
Komma	Comma (punctuation)
Commedia dell'arte	Commedia dell'arte
Forkjølelse	Common cold
Samveldet av uavhengige stater	Commonwealth of Independent States
Samveldet av nasjoner	Commonwealth of Nations
Kategori:Kommunikasjon	Communication
Kommunikasjon	Communication
Kommunisme	Communism
Kategori:Kommunisme	Communism
Komorene	Comoros
Kategori:Komorene	Comoros
CD	Compact Disc
Kompani	Company (military unit)
Kompass	Compass
Passer	Compass (drafting)
Kompilator	Compiler
Komplekst tall	Complex number
Komponist	Composer
Komposittmateriale	Composite material
Sammensatt tall	Composite number
Computertomografi	Computed tomography
Datamaskin	Computer
Skjerm (monitor)	Computer display
Datafil	Computer file
Kategori:Datagrafikk	Computer graphics
Maskinvare	Computer hardware
Datanett	Computer network
Programmering	Computer programming
Kategori:Programmering	Computer programming
Informatikk	Computer science
Kategori:Informatikk	Computer science
Dataprogram	Computer software
Datavirus	Computer virus
Computer-aided design	Computer-aided design
Kategori:Informatikk	Computing
Conakry	Conakry
Concord	Concord
Betong	Concrete
Kondom	Condom
Kjegle	Cone (geometry)
Amerikas konfødererte stater	Confederate States of America
Konføderasjon	Confederation
Skriftemål	Confession
Konfirmasjon	Confirmation
Konflikt	Conflict
Konfucianisme	Confucianism
Konfucius	Confucius
Kongo	Congo
Kongo (elv)	Congo River
Kjeglesnitt	Conic section
Connecticut	Connecticut
Kategori:Connecticut	Connecticut
Støttevev	Connective tissue
Conquistador	Conquistador
Konsensus	Consensus
Konservatisme	Conservatism
Konsonant	Consonant
Konstantin den store	Constantine I
Konstantinopel	Constantinople
Stjernebilde	Constellation
Konstitusjon	Constitution (political)
Romersk konsul	Consul
Konsum	Consumption (economics)
Kontaktlinse	Contact lens
Kontinent	Continent
Kontinentaldrift	Continental drift
Kontinentalsokkel	Continental shelf
Avtale	Contract
Bridge	Contract bridge
Konveksjon	Convection
Matlaging	Cooking
Samvirke	Cooperative
Koordinatsystem	Coordinate system
UTC	Coordinated Universal Time
København	Copenhagen
Kobber	Copper
Opphavsrett	Copyright
Engelsk horn	Cor anglais
Råkefugler	Coraciiformes
Korallhavet	Coral Sea
Korallrev	Coral reef
Koriander	Coriander
Korint	Corinth
Corioliskraft	Coriolis effect
Cork	Cork (city)
Skarver	Cormorant
Hornhinne	Cornea
Cornell University	Cornell University
Cornwall	Cornwall
Den nordlige krone	Corona Borealis
Aksjeselskap	Corporation
Korrosjon	Corrosion
Korsika	Corsica
Korund	Corundum
Korvett	Corvette
Kråkefugler	Corvidae
Ravnen	Corvus (constellation)
Kosmisk stråling	Cosmic ray
Kosmologi	Cosmology
Kategori:Kosmologi	Cosmology
Costa Rica	Costa Rica
Kategori:Costa Rica	Costa Rica
Cotonou	Cotonou
Cotopaxi	Cotopaxi
Bomull	Cotton
Fjelløve	Cougar
Coulomb	Coulomb
Coulombs lov	Coulomb's law
Konsilet i Kalkedon	Council of Chalcedon
Konsilet i Efesos	Council of Ephesus
Konsilet i Trient	Council of Trent
Kontrapunkt	Counterpoint
Country	Country music
Domstol	Court
Kovalent binding	Covalent bond
Coventry	Coventry
Prærieulv	Coyote
Krabber	Crab
Krabbetåken	Crab Nebula
Traner	Crane (bird)
Begeret	Crater (constellation)
Kreasjonisme	Creationism
Cremona	Cremona
Kritt (geologi)	Cretaceous
Kreta	Crete
Cricket	Cricket
Ekte sirisser	Cricket (insect)
Kriminalitet	Crime
Krim	Crimea
Krimkrigen	Crimean War
Kategori:Strafferett	Criminal law
Kriminologi	Criminology
Kategori:Kriminologi	Criminology
Kroatia	Croatia
Kategori:Kroatia	Croatia
Krokodiller	Crocodilia
Kronos	Cronus
Kors	Cross
Armbrøst	Crossbow
Kryssord	Crossword
Korsfestelse	Crucifixion
Krysser	Cruiser
Krepsdyr	Crustacean
Kryptografi	Cryptography
Kategori:Kryptografi	Cryptography
Krystall	Crystal
Krystallografi	Crystallography
Kategori:Krystallografi	Crystallography
Ribbemaneter	Ctenophore
Cuba	Cuba
Kategori:Cuba	Cuba
Terning	Cube
Kubikkmeter	Cubic metre
Kubisme	Cubism
Gjøkefugler	Cuculiformes
Agurk	Cucumber
Gresskarfamilien	Cucurbitaceae
Kulturrevolusjonen	Cultural Revolution
Kultur	Culture
Kategori:Kultur	Culture
Cumbria	Cumbria
Cumulus	Cumulus cloud
Sypressfamilien	Cupressaceae
Curitiba	Curitiba
Curium	Curium
Curling	Curling
Kategori:Valuta	Currency
Valuta	Currency
Curry	Curry
Kurve	Curve
Cuzco	Cusco
Turkis	Cyan
Cyanid	Cyanide
Cyanobakterier	Cyanobacteria
Kybele	Cybele
Kybernetikk	Cybernetics
Cyberpunk	Cyberpunk
Kykladene	Cyclades
Sykling	Cycling
Kategori:Sykling	Cycling
Syklon	Cyclone
Kyklop	Cyclops
Sylinder	Cylinder (geometry)
Halvgrasfamilien	Cyperaceae
Karpefamilien	Cyprinid
Karpefisker	Cypriniformes
Kypros	Cyprus
Kategori:Kypros	Cyprus
Det kyrilliske alfabetet	Cyrillic alphabet
Kyros den store	Cyrus the Great
Cystisk fibrose	Cystic fibrosis
Cytoplasma	Cytoplasm
Cytosin	Cytosine
Tsjekkia	Czech Republic
Kategori:Tsjekkia	Czech Republic
Tsjekkoslovakia	Czechoslovakia
Kategori:Tsjekkoslovakia	Czechoslovakia
D	D
D.H. Lawrence	D. H. Lawrence
D. W. Griffith	D. W. Griffith
DDT	DDT
DNA	DNA
DOS	DOS
DVD	DVD
Dachs	Dachshund
Dadaisme	Dada
Daidalos	Daedalus
Daggert	Dagger
Daguerrotypi	Daguerreotype
Georginer	Dahlia
Dakar	Dakar
Dalai Lama	Dalai Lama
Dallas	Dallas
Dalmatia	Dalmatia
Demning	Dam
Damaskus	Damascus
Dans	Dance
Kategori:Dans	Dance
Løvetanner	Dandelion
Daniel Defoe	Daniel Defoe
Daniel Ortega	Daniel Ortega
Dansk krone	Danish krone
Dante Alighieri	Dante Alighieri
Donau	Danube
Dar-es-Salaam	Dar es Salaam
Dardanellene	Dardanelles
Darfur	Darfur
Darjeeling	Darjeeling
Mørk materie	Dark matter
Darmstadtium	Darmstadtium
Darwin (Australia)	Darwin
Darwin	Darwin
Das Kapital	Das Kapital
Data mining	Data mining
Datastruktur	Data structure
Database	Database
Databasehåndteringssystem	Database management system
Daddelpalme	Date Palm
Dativ	Dative case
Daugavpils	Daugavpils
David av Israel	David
David Hilbert	David Hilbert
David Hume	David Hume
David Livingstone	David Livingstone
David Ricardo	David Ricardo
Davis Cup	Davis Cup
Dag	Day
Kategori:Dager i året	Days
De facto	De facto
Diakon	Deacon
Dødehavet	Dead Sea
Dødehavsrullene	Dead Sea scrolls
Belladonnaurt	Deadly nightshade
Død	Death
Kategori:Døden	Death
Tiår	Decade
Desember	December
31. desember	December 31
8. desember	December 8
Desibel	Decibel
Titallsystemet	Decimal
Decius	Decius (emperor)
Deklinasjon	Declination
Deco	Deco
Dekonstruksjon	Deconstruction
Deduksjon (filosofi)	Deductive reasoning
Hjortedyr	Deer
Definisjon	Definition
Deflasjon	Deflation
Grad	Degree
Grad (vinkel)	Degree (angle)
Deimos	Deimos (moon)
Deisme	Deism
Delaware	Delaware
Kategori:Delaware	Delaware
Delft	Delft
Delhi	Delhi
Dell	Dell
Delfi	Delphi
Delta	Delta
Delta (bokstav)	Delta (letter)
Demagogi	Demagogy
Demens	Dementia
Demeter	Demeter
Demokrati	Democracy
Det demokratiske parti	Democratic Party (United States)
Den demokratiske republikken Kongo	Democratic Republic of the Congo
Kategori:Den demokratiske republikken Kongo	Democratic Republic of the Congo
Demokrit	Democritus
Demografi	Demography
Kategori:Demografi	Demography
Demon	Demon
Demostenes (taler)	Demosthenes
Dèng Xiǎopíng	Deng Xiaoping
Dengue	Dengue fever
Denis Diderot	Denis Diderot
Danmark	Denmark
Kategori:Danmark	Denmark
Dennis Gabor	Dennis Gabor
Tetthet	Density
Karies	Dental caries
Kategori:Odontologi	Dentistry
Odontologi	Dentistry
Denver	Denver
Derivasjon	Derivative
Dermatologi	Dermatology
Des Moines	Des Moines
Ørken	Desert
Kategori:Ørken	Deserts
Erasmus	Desiderius Erasmus
Design	Design
Kategori:Design	Design
Desmond Tutu	Desmond Tutu
Jager	Destroyer
Determinisme	Determinism
Detroit	Detroit
Deuterium	Deuterium
Femte Mosebok	Deuteronomy
Utviklingspsykologi	Developmental psychology
Driver	Device driver
Devon	Devon
Devon (geologi)	Devonian
Dugg	Dew
Duggpunkt	Dew point
Deweys desimalklassifikasjon	Dewey Decimal Classification
Dhaka	Dhaka
Dharma	Dharma
Dhaulagiri	Dhaulagiri
Asiatisk villhund	Dhole
Diabetes mellitus	Diabetes mellitus
Diakritisk tegn	Diacritic
Dialekt	Dialect
Dialektikk	Dialectic
Dialektisk materialisme	Dialectical materialism
Diameter	Diameter
Diamant	Diamond
Diana, prinsesse av Wales	Diana
Diana (gudinne)	Diana (mythology)
Diaré	Diarrhea
Diaspora	Diaspora
Kiselalger	Diatom
Spillterning	Dice
Tofrøbladede planter	Dicotyledon
Diktatur	Dictatorship
Ordbok	Dictionary
Diego Rivera	Diego Rivera
Diesel	Diesel
Dieselmotor	Diesel engine
Dietrich Bonhoeffer	Dietrich Bonhoeffer
Differensialligning	Differential equation
Diffusjon	Diffusion
Fordøyelse	Digestion
Kategori:Fordøyelsessystemet	Digestive system
Digital informasjon	Digital
Digitalkamera	Digital camera
Digital fotografi	Digital photography
DSL	Digital subscriber line
Dijon	Dijon
Dill	Dill
Dimensjon	Dimension
Dingo	Dingo
Dinosaurer	Dinosaur
Bispedømme	Diocese
Diokletian	Diocletian
Diode	Diode
Dionysos	Dionysus
Difteri	Diphtheria
Diftong	Diphthong
Diplodocus	Diplodocus
Diplomati	Diplomacy
Kategori:Diplomati	Diplomacy
Dire Straits	Dire Straits
Likestrøm	Direct current
Disakkarid	Disaccharide
Kategori:Pekere	Disambiguation
Disc jockey	Disc jockey
Diskurs	Discourse
Sykdom	Disease
Destillasjon	Distillation
Divisjon (matematikk)	Division (mathematics)
Divisjon (forband)	Division (military)
Skilsmisse	Divorce
Dizzy Gillespie	Dizzy Gillespie
Kategori:Djibouti	Djibouti
Djibouti (by)	Djibouti (city)
Dmitrij Mendelejev	Dmitri Mendeleev
Dmitrij Sjostakovitsj	Dmitri Shostakovich
Dnepr	Dnieper River
Dnipropetrovsk	Dnipropetrovsk
Dobermann	Doberman Pinscher
Kirkelærer	Doctor of the Church
Dokument	Document
Dodekaeder	Dodecahedron
Dodekanesene	Dodecanese
Dodo	Dodo
Dodoma	Dodoma
Tamhund	Dog
Dogme	Dogma
Doha	Doha
Dollar	Dollar
Dysse	Dolmen
Dolomitt	Dolomite
Delfiner	Dolphin
Domene (biologi)	Domain (biology)
Domenenavn	Domain name
Kuppel	Dome
Domesday Book	Domesday Book
Domestisering	Domestication
Dominica	Dominica
Kategori:Dominica	Dominica
Dominikanerordenen	Dominican Order
Den dominikanske republikk	Dominican Republic
Kategori:Den dominikanske republikk	Dominican Republic
Domitian	Domitian
Don Quijote	Don Quixote
Don	Don River (Russia)
Donald Duck	Donald Duck
Donatello	Donatello
Donato Bramante	Donato Bramante
Donetsk	Donetsk
Esel	Donkey
Dør	Door
Dopamin	Dopamine
Dopplereffekten	Doppler effect
Dorisk søyleorden	Doric order
Doris Lessing	Doris Lessing
Dortmund	Dortmund
Douala	Douala
Kontrabass	Double bass
Douglas MacArthur	Douglas MacArthur
Dover (Delaware)	Dover
Dover	Dover
Down syndrom	Down syndrome
Dragen	Draco (constellation)
Dracula	Dracula
Drage	Dragon
Tilsigsfelt	Drainage basin
Drama	Drama
Dam (spill)	Draughts
Drøm	Dream
Dresden	Dresden
Drikke	Drink
Dromedar	Dromedary
Tørke	Drought
Narkomani	Drug addiction
Druide	Druid
Tromme	Drum
Dualisme	Dualism
Dualisme	Dualism (philosophy of mind)
Dubai	Dubai
Dublin	Dublin
Dubnium	Dubnium
Dubrovnik	Dubrovnik
Dugong	Dugong
Hertug	Duke
