Latin	English
Eques (scacci)	Knight (chess)
Cnossus	Knossos
Scientia	Knowledge
Phascolarctos cinereus	Koala
Colcata	Kolkata
Conradus Adenauer	Konrad Adenauer
Corea	Korea
Categoria:Corea	Korea
Bellum Coreanum	Korean War
Ager Merulensis	Kosovo
Krypton	Krypton
Kuala Lumpur	Kuala Lumpur
Zona Kuiperi	Kuiper belt
Curtius Vonnegut	Kurt Vonnegut
Curtius Waldheim	Kurt Waldheim
Cuvaitum	Kuwait
Zuluvia-Nativitas	KwaZulu-Natal
Kyotum	Kyoto
Chirgisia	Kyrgyzstan
L	L
Aquila (Italia)	L'Aquila
Paxia	La Paz
Spedia	La Spezia
Lacerta (sidus)	Lacerta
Lactosium	Lactose
Lacupolis	Lagos
Lacus	Lake
Lacus Baical	Lake Baikal
Lacus Bodamicus	Lake Constance
Lacus Eriarum	Lake Erie
Lemanus Lacus	Lake Geneva
Lacus Huronorum	Lake Huron
Lacus Ladoga	Lake Ladoga
Michiganus Lacus	Lake Michigan
Lacus Onega	Lake Onega
Lacus Ontario	Lake Ontario
Lacus Superior	Lake Superior
Lacus Victoria	Lake Victoria
Labda	Lambda
Gypaetus barbatus	Lammergeier
Lancastriensis comitatus	Lancashire
Lingua	Language
Occitania et Ruscino	Languedoc-Roussillon
Lanthanum	Lanthanum
Laotia	Laos
Larynx	Larynx
Campi	Las Vegas
Lingua Latina	Latin
America Latina	Latin America
Abecedarium Latinum	Latin alphabet
Latitudo geographica	Latitude
Lettonia	Latvia
Categoria:Lettonia	Latvia
Lausonium	Lausanne
Lava	Lava
Ius	Law
Lawrencium	Lawrencium
Causidicus	Lawyer
Latium	Lazio
Le Corbusier	Le Corbusier
Franciscopolis	Le Havre
Plumbum	Lead
Folium	Leaf
Societas Civitatum	League of Nations
Annus bisextilis	Leap year
Libanus	Lebanon
Categoria:Libanus	Lebanon
Ledesia	Leeds
Lego	Lego
Lugdunum Batavorum	Leiden
Lipsia	Leipzig
Limon	Lemon
Lena	Lena River
Longitudo	Length
Quadragesima	Lent
Leo (sidus)	Leo (constellation)
Leo I (imperator)	Leo I (emperor)
Leo Trotski	Leon Trotsky
Leonardus Vincius	Leonardo da Vinci
Leonhardus Eulerus	Leonhard Euler
Pardus	Leopard
Lepra	Leprosy
Lepton	Lepton
Lepus (sidus)	Lepus (constellation)
Lesothum	Lesotho
Categoria:Lesothum	Lesotho
Latona	Leto
Littera	Letter (alphabet)
Leucaemia	Leukemia
Vectis	Lever
Liber Leviticus	Leviticus
Ludovicus Carroll	Lewis Carroll
Liberalismus	Liberalism
Liberia	Liberia
Libra (sidus)	Libra (constellation)
Bibliotheca	Library
Libreville	Libreville
Libya	Libya
Categoria:Libya	Libya
Lichen	Lichen
Lichtenstenum	Liechtenstein
Biota	Life
Lux	Light
Spatium lucis annuae	Light-year
Pharus	Lighthouse
Fulgur	Lightning
Liguria	Liguria
Mare Ligusticum	Ligurian Sea
Insula (urbs)	Lille
Lilongwe	Lilongwe
Lima	Lima
Lemovicensis (regio Franciae)	Limousin (region)
Lincolnia (Nebrasca)	Lincoln
Comitatus Lincolniensis	Lincolnshire
Lingua franca	Lingua franca
Linguistica	Linguistics
Categoria:Linguistica	Linguistics
Linus Pauling	Linus Pauling
Linux	Linux
Lentia	Linz
Leo	Lion
Anisatum	Liqueur
Olisipo	Lisbon
Litterae	Literature
Categoria:Litterae	Literature
Lithium	Lithium
Lituania	Lithuania
Categoria:Lituania	Lithuania
Litrum	Litre
Liverpolium	Liverpool
Livonia	Livonia
Titus Livius	Livy
Lacertilia	Lizard
Aemona	Ljubljana
Lama glama	Llama
Machina vectrix	Locomotive
Logarithmus	Logarithm
Logica	Logic
Categoria:Logica	Logic
Liger (praefectura Franciae)	Loire
Liger	Loire River
Lolita	Lolita
Langobardia	Lombardy
Londinium	London
Categoria:Londinium	London
Litus Longum	Long Beach
Insula Longa	Long Island
Pater noster	Lord's Prayer
Lotharingia	Lorraine (region)
Angelopolis	Los Angeles
Oltis (praefectura Franciae)	Lot (department)
Ludovicus Braille	Louis Braille
Ludovicus Pasteur	Louis Pasteur
Ludovicus Pius	Louis the Pious
Ludovicus II (rex Franciae)	Louis the Stammerer
Ludoviciana	Louisiana
Ludovicopolis	Louisville
Museum Lupariense	Louvre
Amor	Love
Saxonia Inferior	Lower Saxony
Luanda	Luanda
Lucerna (urbs)	Lucerne
Lucianus Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Lucretius
Lucretia Borgia	Lucrezia Borgia
Ludovicus Boltzmann	Ludwig Boltzmann
Ludovicus Wittgenstein	Ludwig Wittgenstein
Ludovicus van Beethoven	Ludwig van Beethoven
Aloisius Galvanus	Luigi Galvani
Ludovicus Pirandello	Luigi Pirandello
Lunda	Lund
Pulmo	Lung
Cancer pulmonum	Lung cancer
Lupus (sidus)	Lupus (constellation)
Lusaca	Lusaka
Lusitania (provincia Romana)	Lusitania
Lutetium	Lutetium
Luxemburgum	Luxembourg
Luxemburgum (urbs)	Luxembourg (city)
Luconia	Luzon
Lydia (regnum)	Lydia
Systema lymphaticum	Lymphatic system
Lynx (sidus)	Lynx (constellation)
Lugdunum	Lyon
Lyra (sidus)	Lyra
M	M
Macbeth	Macbeth
Macedonia Graeca	Macedonia (Greece)
Machina	Machine
Madagascaria	Madagascar
Categoria:Madagascaria	Madagascar
Insulae Madeirae	Madeira
Madisonia	Madison
Madonna (cantrix)	Madonna (entertainer)
Matritum	Madrid
Communitas Matriti	Madrid (autonomous community)
Magia (ars)	Magic (paranormal)
Magna charta libertatum	Magna Carta
Magnesium	Magnesium
Magnes	Magnet
Categoria:Magnoliopsida	Magnoliopsida
Mahatma Gandhi	Mahatma Gandhi
Cursus publicus	Mail
Maimonides	Maimonides
Moenus	Main
Cenomannica	Maine
Categoria:Cenomannica	Maine
Zea Mays	Maize
Maiorica	Majorca
Malabo	Malabo
Malachites	Malachite
Malaria	Malaria
Malaesia	Malaysia
Insulae Maldivae	Maldives
Malium	Mali
Anas platyrhynchos	Mallard
Melita (res publica)	Malta
Lingua Melitica	Maltese language
Maltosium	Maltose
Malvaceae	Malvaceae
Mammalia	Mammal
Mammuthus	Mammoth
Managua	Managua
Manama	Manama
Manatus	Manatee
Mancunium	Manchester
Lingua Sinensis Mandarinica	Mandarin (linguistics)
Manganum	Manganese
Mangifera	Mango
Comitatus Novum Eboracum	Manhattan
Manila	Manila
Manitoba	Manitoba
Manhemium	Mannheim
Mantua	Mantua
Manuscriptum	Manuscript
Mao Zedong	Mao Zedong
Tabula geographica	Map
Maputo	Maputo
Marmor	Marble
Marcus Chagall	Marc Chagall
Marcellus Proust	Marcel Proust
Martius	March
17 Martii	March 17
19 Martii	March 19
2 Martii	March 2
25 Martii	March 25
Marchiae	Marche
Marcus Paulus Venetus	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Iunius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Margarita Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Maria Antonia Iosepha Ioanna Habsburgum	Marie Antoinette
Maria Curie	Marie Curie
Portus Mariae	Mariehamn
Marilyn Monroe	Marilyn Monroe
Marcus Antonius	Mark Antony
Mark Twain	Mark Twain
Maria Magdalena Dietrich	Marlene Dietrich
Donatianus Alphonsus Franciscus de Sade	Marquis de Sade
Matrimonium	Marriage
Categoria:Mars	Mars
Mars	Mars (disambiguation)
Mars (deus)	Mars (mythology)
Massilia	Marseille
Insulae Marsalienses	Marshall Islands
Marsupialia	Marsupial
Martinus Buber	Martin Buber
Martinus Heidegger	Martin Heidegger
Martinus Lutherus	Martin Luther
Martinus Lutherus King Jr.	Martin Luther King
Martinus Scorsese	Martin Scorsese
Martinus Van Buren	Martin Van Buren
Martinica	Martinique
Martyr	Martyr
Fratres Marx	Marx Brothers
Placita Marxiana	Marxism
Virgo Maria	Mary (mother of Jesus)
Maria Magdalena	Mary Magdalene
Terra Mariae	Maryland
Maseru	Maseru
Pondus et Massa	Mass
Missa	Mass (liturgy)
Massachusetta	Massachusetts
Massachusettense Institutum Technologiae	Massachusetts Institute of Technology
Masturbatio	Masturbation
Mathematica	Mathematics
Categoria:Mathematica	Mathematics
Dies Cenae Domini	Maundy Thursday
Mauretania	Mauritania
Mauritia	Mauritius
Maximus Bruch	Max Bruch
Maximilianus Planck	Max Planck
Maximilianus Weber	Max Weber
Maximianus	Maximian
Aequationes Maxwellianae	Maxwell's equations
Maius	May
1 Maii	May 1
24 Maii	May 24
Meduana (praefectura Franciae)	Mayenne
Ephemeroptera	Mayfly
Mbabane	Mbabane
Hydromeli	Mead
Morbillus	Measles
Mensura	Measurement
Caro	Meat
Mecca	Mecca
Medea (mythologia)	Medea
Gens Medicaea	Medici
Medicina	Medicine
Categoria:Medicina	Medicine
Medina	Medina
Mare Mediterraneum	Mediterranean Sea
Medusa	Medusa
Suricata suricatta	Meerkat
Eckhartus de Hochheim	Meister Eckhart
Meitnerium	Meitnerium
Mel Gibson	Mel Gibson
Melanesia	Melanesia
Melpomene	Melpomene
Memphis (Tennesia)	Memphis
Mendelevium	Mendelevium
Menelaus	Menelaus
Meningitis	Meningitis
Mensa (sidus)	Mensa (constellation)
Menstruatio	Menstruation
Mercurius	Mercury
Hydrargentum	Mercury (element)
Mercurius (deus)	Mercury (mythology)
Mercurius (planeta)	Mercury (planet)
Meridianus	Meridian (geography)
Maria Ludovica Streep	Meryl Streep
Mesopotamia	Mesopotamia
Categoria:Mesopotamia	Mesopotamia
Aera Mesozoica	Mesozoic
MRNA	Messenger RNA
Messana	Messina
Metallum	Metal
Metaphysica	Metaphysics
Categoria:Metaphysica	Metaphysics
Metastasis	Metastasis
Meteorologia	Meteorology
Methanol	Methanol
Metrum	Metre
Mosa (praefectura Franciae)	Meuse
Mosa	Meuse River
Mexicum	Mexico
Categoria:Mexicum	Mexico
Mexicopolis	Mexico City
Miamia	Miami
Michael Faraday	Michael Faraday
Michael Ney	Michel Ney
Michael Angelus Bonarotius	Michelangelo
Michigania	Michigan
Microbiologia	Microbiology
Categoria:Microbiologia	Microbiology
Processor	Microprocessor
Microscopium (sidus)	Microscopium
Medium Aevum	Middle Ages
Oriens Medius	Middle East
Michael de Cervantes	Miguel de Cervantes
Michael Gorbachev	Mikhail Gorbachev
Mediolanum	Milan
Categoria:Res militaris	Military
Lac	Milk
Via lactea	Milky Way
Milvardus Fillmore	Millard Fillmore
Millennium	Millennium
Millimetrum	Millimetre
Decies centena milia	Million
Milton Friedman	Milton Friedman
Milvauchia	Milwaukee
Mindanao	Mindanao
Minerale	Mineral
Categoria:Mineralogia	Mineralogy
Minerva	Minerva
Minneapolis (Minnesota)	Minneapolis
Minnesota	Minnesota
Categoria:Minnesota	Minnesota
Minotaurus	Minotaur
Minscum	Minsk
Minutum	Minute
Speculum	Mirror
Missisippius Fluvius	Mississippi River
Missuria	Missouri
Mitochondrium	Mitochondrion
Telephonum gestabile	Mobile phone
Mogadiscio	Mogadishu
Respublica Moldavica	Moldova
Biologia molecularis	Molecular biology
Molecula	Molecule
Molensis	Molise
Mollusca	Mollusca
Molybdenum	Molybdenum
Monoecus	Monaco
Categoria:Monoecus	Monaco
Monarchia	Monarchy
Monasterium	Monastery
Dies lunae	Monday
Pecunia	Money
Mogolia	Mongolia
Herpestidae	Mongoose
Monopolium	Monopoly
Religio monotheistica	Monotheism
Monotremata	Monotreme
Monrovia	Monrovia
Mons (Vallonia)	Mons
Rupes Alba	Mont Blanc
Montana	Montana
Categoria:Montana	Montana
Mons Caroli	Monte Carlo
Mons Niger	Montenegro
Categoria:Mons Niger	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Mensis	Month
Mons Regius	Montreal
Montserrat	Montserrat
Luna (satelles)	Moon
Alces	Moose
Moravia (terra)	Moravia
Marocum	Morocco
Categoria:Marocum	Morocco
Opus Tessellatum	Mosaic
Moscua	Moscow
Mosella (praefectura Franciae)	Moselle
Moyses	Moses
Meschita	Mosque
Culicidae	Mosquito
Motetus	Motet
Mater	Mother
Mater Teresa	Mother Teresa
Ararat	Mount Ararat
Aetna	Mount Etna
Mons Everestis	Mount Everest
Mons Fusius	Mount Fuji
Olympus mons	Mount Olympus
Mons Sanctae Helenae	Mount St. Helens
Vesuvius mons	Mount Vesuvius
Mons	Mountain
Transitus	Mountain pass
Mus	Mouse
Mus (computatralis)	Mouse (computing)
Mozambicum	Mozambique
My	Mu (letter)
Machometus	Muhammad
Muhammad Ali	Muhammad Ali
Mumbai	Mumbai
Monacum	Munich
Commune	Municipality
Myon	Muon
Musca (sidus)	Musca
Musculus	Muscle
Musa	Muse
Museum	Museum
Fungi	Mushroom
Musica	Music
Categoria:Musica	Music
Instrumentum musicum	Musical instrument
Musicus	Musician
Mustelidae	Mustelidae
Mycenae	Mycenae
Infarctus cordis	Myocardial infarction
Mystica	Mysticism
Mythologia	Mythology
Categoria:Mythologia	Mythology
N	N
N'Diamena	N'Djamena
OTAN	NATO
Nagasacium (urbs)	Nagasaki
Nagoia	Nagoya
Lingua Navatlaca	Nahuatl
Unguis	Nail (anatomy)
Clavus	Nail (fastener)
Nairobia	Nairobi
Namibia	Namibia
Categoria:Namibia	Namibia
Namurcum	Namur (city)
Nanceium	Nancy
Portus Namnetum	Nantes
Neapolis	Naples
Bella Coitionum	Napoleonic Wars
Nasburgum	Nashville
Natio	Nation
Hymnus nationalis	National anthem
Numerus naturalis	Natural number
Natura	Nature
Nauruna Insula	Nauru
Categoria:Naurum	Nauru
Classis (nautica)	Navy
Nazara	Nazareth
Nationalis Socialistica Laboratorum Factio Germanica	Nazi Party
Homo neanderthalensis	Neanderthal
Nebrasca	Nebraska
Nebula (astronomia)	Nebula
Neccarus	Neckar
Nialus Armstrong	Neil Armstrong
Nematoda	Nematode
Leo Nemaeus	Nemean Lion
Nemesis	Nemesis (mythology)
Neodymium	Neodymium
Neolithicum	Neolithic
Neologismus	Neologism
Neon	Neon
Neoplatonismus	Neoplatonism
Nepalia	Nepal
Neptunus (planeta)	Neptune
Neptunium	Neptunium
Nero Claudius Caesar Augustus Germanicus	Nero
Nerva	Nerva
Categoria:Systema nervosum	Nervous system
Nederlandia	Netherlands
Categoria:Nederlandia	Netherlands
Antillae Nederlandiae	Netherlands Antilles
Neuron	Neuron
Neutron	Neutron
Stella neutronica	Neutron star
Nivata	Nevada
Neville Chamberlain	Neville Chamberlain
Novum Brunsvicum	New Brunswick
Nova Caledonia	New Caledonia
Dellium Novum	New Delhi
Nova Anglia	New England
Nova Guinea	New Guinea
Nova Hantonia	New Hampshire
Categoria:Nova Hantescira	New Hampshire
Nova Caesarea	New Jersey
Novum Mexicum	New Mexico
Nova Aurelia	New Orleans
Nova Cambria Australis	New South Wales
Novum Testamentum	New Testament
Novum Eboracum	New York
Categoria:Novum Eboracum	New York
Urbs Novum Eboracum	New York City
Nova Zelandia	New Zealand
Categoria:Nova Zelandia	New Zealand
Terra Nova	Newfoundland (island)
Terra Nova et Labrador	Newfoundland and Labrador
Novus Burgus	Newport
Newtonium	Newton
Niamey	Niamey
Nicaragua	Nicaragua
Nicaea (Francia)	Nice
Symbolum Nicaenum	Nicene Creed
Niccolum	Nickel
Nicolaus Copernicus	Nicolaus Copernicus
Nicosia	Nicosia
Nicolaus Bohr	Niels Bohr
Niger	Niger
Categoria:Niger	Niger
Nigeria	Nigeria
Categoria:Nigeria	Nigeria
Nox	Night
Ulpia Noviomagus Batavorum	Nijmegen
Nicolaus Tesla	Nikola Tesla
Nilus	Nile
Crocodylus niloticus	Nile crocodile
Niobium	Niobium
Nitrogenium	Nitrogen
Noe	Noah
Noam Chomsky	Noam Chomsky
Praemium Nobelianum	Nobel Prize
Nobelium	Nobelium
Nominativus	Nominative case
Norfolcia	Norfolk
Insula Norfolk	Norfolk Island
Norma (sidus)	Norma (constellation)
Distributio normalis	Normal distribution
Norman Mailer	Norman Mailer
Normannia	Normandy
Religio Germanica	Norse mythology
America Septentrionalis	North America
Categoria:America Septentrionalis	North America
Carolina Septentrionalis	North Carolina
Categoria:Carolina Septentrionalis	North Carolina
Dacota Septentrionalis	North Dakota
Categoria:Dacota Septentrionalis	North Dakota
Respublica Populi Democratica Coreae	North Korea
Polus septentrionalis	North Pole
Mare Germanicum	North Sea
Isuria Septentrionalis	North Yorkshire
Hibernia Septentrionalis	Northern Ireland
Categoria:Hibernia Septentrionalis	Northern Ireland
Insulae Marianae Septentrionales	Northern Mariana Islands
Australia Borealis	Northern Territory
Territoria Septentrio-occidentalia	Northwest Territories
Norvegia	Norway
Categoria:Norvegia	Norway
Nasus	Nose
Michael Nostradamus	Nostradamus
Sonus	Note
Nouakchott	Nouakchott
Nomen (grammatica Latina)	Noun
Nova Scotia	Nova Scotia
Nova Zemla	Novaya Zemlya
Mythistoria	Novel
November	November
1 Novembris	November 1
11 Novembris	November 11
2 Novembris	November 2
5 Novembris	November 5
Lingua Novial	Novial
Novosibirscum	Novosibirsk
Ny	Nu (letter)
Energia nuclearis	Nuclear power
Bomba atomica	Nuclear weapon
Numerus	Number
Categoria:Numeri	Numbers
Numidia	Numidia
Nunavut	Nunavut
Norimberga	Nuremberg
Nux	Nut (fruit)
Categoria:Alimenta	Nutrition
O	O
Quercus	Oak
Quercupolis (California)	Oakland
Oasis	Oasis
Avena sativa	Oat
Guaxaca	Oaxaca
Obius	Ob River
Novacula Guillelmi de Ockham	Occam's razor
Oceanus	Ocean
Oceania	Oceania
Categoria:Oceania	Oceania
Oceanologia	Oceanography
Octans (sidus)	Octans
October	October
12 Octobris	October 12
24 Octobris	October 24
Revolutio Octobris Russica	October Revolution
Octopus	Octopus
Viadrus	Oder River
Othinus	Odin
Odonata	Odonata
Ulixes	Odysseus
Odyssea	Odyssey
Oedipus	Oedipus
Ohium	Ohio
Categoria:Ohium	Ohio
Oclahoma	Oklahoma
Festum Octobre	Oktoberfest
Lingua Slavica Ecclesiastica	Old Church Slavonic
Lingua Nordica Antiqua	Old Norse
Vetus Testamentum	Old Testament
Oligarchia	Oligarchy
Olea	Olive
Olivarius Cromwell	Oliver Cromwell
Oliverius Stone	Oliver Stone
Olympia (certamina)	Olympic Games
Omaha	Omaha
Omania	Oman
Omega	Omega
Omicron	Omicron
Cepa	Onion
Ontario	Ontario
Categoria:Ontario	Ontario
Ontologia	Ontology
Opalus	Opal
Theatrum lyricum	Opera
Systema administrativum computatrale	Operating system
Ophiuchus (sidus)	Ophiuchus
Optica	Optics
Coitus oralis	Oral sex
Citrus sinensis	Orange (fruit)
Pongo	Orangutan
Orca	Orca
Orchestra	Orchestra
Ordo (Taxon)	Order (biology)
Ordo Sancti Benedicti	Order of Saint Benedict
Aevum Ordovicicum	Ordovician
Origanum vulgare	Oregano
Oregonia	Oregon
Orestes	Orestes (mythology)
Organum tubulatum	Organ (music)
Chemia Organica	Organic chemistry
Categoria:Chemica Organica	Organic chemistry
Organizatio	Organization
Orgasmus	Orgasm
Origenes	Origen
Orion (sidus)	Orion (constellation)
Ornithologia	Ornithology
Categoria:Ornithologia	Ornithology
Orpheus	Orpheus
Orson Welles	Orson Welles
Orthographia	Orthography
Osaca	Osaka
Usama bin Ladin	Osama bin Laden
Anscharius Wilde	Oscar Wilde
Osiris	Osiris
Asloa	Oslo
Osmium	Osmium
Osteichthyes	Osteichthyes
Osteoporosis	Osteoporosis
Ostravia	Ostrava
Struthio	Ostrich
Othello, Maurus Venetiae	Othello
Otho	Otho
Ottava	Ottawa
Otto I Magnus	Otto I
Otho de Bismarck	Otto von Bismarck
Imperium Ottomanicum	Ottoman Empire
Categoria:Imperium Ottomanicum	Ottoman Empire
Ovarium	Ovary
Publius Ovidius Naso	Ovid
Ovetus	Oviedo
Asio	Owl
Oxonia	Oxford
Oxidum	Oxide
Oxygenium	Oxygen
P	P
Pondus Hydrogenii	PH
Paulus Neruda	Pablo Neruda
Paulus Picasso	Pablo Picasso
Oceanus Pacificus	Pacific Ocean
Patavium (urbs)	Padua
Pakistania	Pakistan
Categoria:Pakistania	Pakistan
Belavia	Palau
Palaeolithicum	Paleolithic
Palaeontologia	Paleontology
Aera Palaeozoica	Paleozoic
Panormus	Palermo
Palaestina	Palestine
Pali	Pali
Palindromus	Palindrome
Palladium	Palladium
Dominica in Palmis de passione Domini	Palm Sunday
Palmyra	Palmyra
Pan (deus)	Pan (mythology)
Panama	Panama
Vicipaedia:Porta eruditionis/Scriptorium/Canalis Panamae	Panama Canal
Pancreas	Pancreas
Pangaea	Pangaea
Religio Pantheia	Pantheism
Pantheon	Pantheon
Panthera	Panthera
Status Pontificius	Papal States
Papua Nova Guinea	Papua New Guinea
Papyrus (charta)	Papyrus
Paracelsus	Paracelsus
Paraguaia	Paraguay
Categoria:Paraguaia	Paraguay
Parallelogramma	Parallelogram
Paramaribo	Paramaribo
Lutetia	Paris
Categoria:Lutetia	Paris
Paris (Mythologia)	Paris (mythology)
Numerus impar	Parity (mathematics)
Parlamentum	Parliament
Parmenides	Parmenides
Psittacus	Parrot
Petroselinum	Parsley
Parthenon	Parthenon
Physica particularum elementariarum	Particle physics
Pascal	Pascal (programming language)
Passeriformes	Passerine
Pascha	Passover
Syngraphus	Passport
Patagonia	Patagonia
Patrae	Patras
Patriarcha	Patriarch
Paulus Klee	Paul Klee
Paulus Newman	Paul Newman
Paulus	Paul the Apostle
Paulus de Hindenburg	Paul von Hindenburg
Principium exclusionis Pauli	Pauli exclusion principle
Pavo (sidus)	Pavo (constellation)
Pedes (scacci)	Pawn (chess)
Pagi Ligeris (regio Franciae)	Pays de la Loire
Pax	Peace
Pax Westphalica	Peace of Westphalia
Prunus persica	Peach
Pyrus	Pear
Categoria:Paedagogia	Pedagogy
Paediatria	Pediatrics
Quercus robur	Pedunculate Oak
Pegasus (mythologia)	Pegasus
Pegasus (sidus)	Pegasus (constellation)
Peloponnesus	Peloponnese
Bellum Peloponnesiacum	Peloponnesian War
Penelope	Penelope
Sphenisciformes	Penguin
Paeninsula	Peninsula
Pennsilvania	Pennsylvania
Categoria:Pennsilvania	Pennsylvania
Pentecostes	Pentecost
Categoria:Homines	People
Res Publica Popularis Sinarum	People's Republic of China
Pepsi	Pepsi
Falco peregrinus	Peregrine Falcon
Pericles	Pericles
Systema Periodicum	Periodic table
Permia	Perm
Aevum Permianum	Permian
Perpetuum mobile	Perpetual motion
Persepolis	Persepolis
Perseus	Perseus
Perseus (sidus)	Perseus (constellation)
Imperium Persarum	Persian Empire
Perthia	Perth
Peruvia	Peru
Categoria:Peruvia	Peru
Petrus Abaelardus	Peter Abelard
Petrus Paulus Rubens	Peter Paul Rubens
Franciscus Petrarca	Petrarch
Aeon Phanerozoicus	Phanerozoic
Pharao	Pharaoh
Pharynx	Pharynx
Status aggregandi	Phase (matter)
Phi	Phi (letter)
Philadelphia	Philadelphia
Philippus II (Macedonum rex)	Philip II of Macedon
Philippus II (rex Hispaniae)	Philip II of Spain
Philippinae	Philippines
Philologia	Philology
Lapis philosophorum	Philosopher's stone
Philosophia	Philosophy
Categoria:Philosophia	Philosophy
Phnom Penh	Phnom Penh
Phobos (satelles)	Phobos (moon)
Phoenices	Phoenicia
Phoenix (Arizona)	Phoenix
Phoenix (sidus)	Phoenix (constellation)
Phoenix	Phoenix (mythology)
Phonetica	Phonetics
Categoria:Phonetica	Phonetics
Phonologia	Phonology
Acidum phosphoricum	Phosphoric acid
Phosphorus	Phosphorus
Photon	Photon
Photosynthesis	Photosynthesis
Phylum (Taxon)	Phylum
Medicus	Physician
Physica	Physics
Categoria:Physica	Physics
Physiologia	Physiology
Numerus pi	Pi
Pi (littera Graeca)	Pi (letter)
Clavile	Piano
Picardia	Picardie
Pictor (sidus)	Pictor
Pedemontium	Piedmont
Petrus de Fermat	Pierre de Fermat
Pilsna	Pilsen
Pindarus	Pindar
Pinus	Pine
Ananas comosus	Pineapple
Puniceus	Pink
Pisae	Pisa
Pisces (sidus)	Pisces (constellation)
Pittsburgum	Pittsburgh
Glandula pituitaria	Pituitary gland
Placentula	Pizza
Planeta	Planet
Planetaris nebula	Planetary nebula
Plancton	Plankton
Planta	Plant
Thrombociti	Platelet
Platinum	Platinum
Plato	Plato
Ornithorhynchus	Platypus
Gaius Plinius Secundus	Pliny the Elder
Gaius Plinius Caecilius Secundus	Pliny the Younger
Plotinus	Plotinus
Philippopolis	Plovdiv
Plutarchus	Plutarch
Pluto (planetula)	Pluto
Pluto	Pluto (disambiguation)
Plutonium	Plutonium
Plimmuta	Plymouth
Pneumonia	Pneumonia
Padus	Po River
Poësis	Poetry
Venenum	Poison
Pictavium	Poitiers
Pictaviensis et Carantoni	Poitou-Charentes
Polonia	Poland
Categoria:Polonia	Poland
Ursus maritimus	Polar bear
Vigil	Police
Civilitas	Politics
Pollen	Pollen
Polonium	Polonium
Polyhymnia	Polyhymnia
Polynesia	Polynesia
Punica malus	Pomegranate
Pompeii	Pompeii
Gnaeus Pompeius Magnus	Pompey
Pontius Pilatus	Pontius Pilate
Musica popularis	Pop music
Papa	Pope
Alexander VI	Pope Alexander VI
Populus (genus plantarum)	Poplar
Pornographia	Pornography
Portus	Port
Portus Ludovici	Port Louis
Portus Principis	Port-au-Prince
Portlandia (Oregonia)	Portland
Portlandia (discretiva)	Portland
Portus Cale	Porto
Portus Magnus	Portsmouth
Lusitania	Portugal
Categoria:Lusitania	Portugal
Posidon	Poseidon
Positron	Positron
Philatelista	Postage stamp
Numerus cursualis	Postal code
Kalium	Potassium
Patata	Potato
Potestampium	Potsdam
Paupertas	Poverty
Praetor	Praetor
Praga	Prague
Praia	Praia
Praseodymium	Praseodymium
Prex	Prayer
Superaeon Praecambricus	Precambrian
Praecipitatio	Precipitation (meteorology)
Praehistoricum aevum	Prehistory
Praeses	President
Praesidens Civitatum Foederatarum Americae	President of the United States
Praetoria	Pretoria
Priamus	Priam
Pretium	Price
Primates	Primate
Numerus primus	Prime number
Insula Principis Eduardi	Prince Edward Island
Princeps Philippus, dux Edimburgi	Prince Philip
Universitas Princetoniensis	Princeton University
Lingua programmandi	Programming language
Procaryota	Prokaryote
Prometheus	Prometheus
Promethium	Promethium
Pronomen	Pronoun
Propaganda	Propaganda
Propanum	Propane
Propheta	Prophet
Prosa	Prose
Prostata	Prostate
Protactinium	Protactinium
Proteinum	Protein
Aeon Proterozoicus	Proterozoic
Reformatio	Protestant Reformation
Protestantes	Protestantism
Proton	Proton
Protozoa	Protozoa
Providentia (Rhodensis Insula)	Providence
Borussia	Prussia
Liber Psalmorum	Psalms
Psi	Psi (letter)
Psychiatria	Psychiatry
Psychologia	Psychology
Categoria:Psychologia	Psychology
Phthas	Ptah
Claudius Ptolemaeus	Ptolemy
Pubertas	Puberty
Dominium publicum	Public domain
Portus Dives	Puerto Rico
Pietas Iulia	Pula
Pulsar	Pulsar
Pupilla	Pupil
Puppis (sidus)	Puppis
Pyungyang	Pyongyang
Pyramis (geometria)	Pyramid (geometry)
Pyrenaei	Pyrenees
Pythagoras	Pythagoras
Python	Python (programming language)
Pyxis (sidus)	Pyxis
Q	Q
Quataria	Qatar
Domus Tsingiana	Qing Dynasty
Aequatio quadratica	Quadratic equation
Mechanica quantica	Quantum mechanics
Quadragena	Quarantine
Quarcum	Quark
Quasar	Quasar
Quebecum	Quebec
Urbs Quebeci	Quebec City
Lingua Quechua	Quechua
Regina (scacci)	Queen (chess)
Terra Reginae	Queensland
Quetzalcoatl	Quetzalcoatl
Quitum	Quito
R	R
RAF	RAF (disambiguation)
Acidum ribonucleicum	RNA
Phre	Ra
Rabat	Rabat
Radium	Radium
Radon	Radon
Pluvia	Rain
Arcus (caelestis)	Rainbow
Rainierus Maria Rilke	Rainer Maria Rilke
Ramayana	Ramayana
Ramses II	Ramesses II
RAM	Random access memory
